timestamp,voltage,current_amps,frequency,power_factor
0,219.89,3.61,50.05,0.97
20,219.87,3.69,49.91,0.97
40,219.18,3.56,49.97,0.98
60,220.15,3.68,49.91,0.97
80,219.93,3.32,50.06,0.98
100,221.00,3.69,50.08,0.96
120,220.43,3.69,50.04,0.98
140,220.50,3.51,49.91,0.97
160,219.46,3.40,49.94,0.97
180,220.17,3.30,50.03,0.97
200,220.44,3.50,49.98,0.97
220,220.44,3.47,49.98,0.97
240,220.72,3.33,50.05,0.97
260,220.24,3.37,50.06,0.97
280,219.61,3.35,49.95,0.96
300,220.76,3.63,49.99,0.96
320,220.83,3.52,49.93,0.98
340,220.76,3.51,50.01,0.98
360,219.69,3.39,50.08,0.98
380,220.08,3.53,49.95,0.96
400,219.87,3.36,50.03,0.96
420,219.40,3.57,50.07,0.97
440,219.82,3.54,49.98,0.96
460,219.75,3.51,49.90,0.96
480,219.49,3.63,50.06,0.97
500,220.99,3.36,50.04,0.98
520,219.68,3.59,50.06,0.97
540,219.55,3.52,49.95,0.97
560,220.49,3.65,49.95,0.96
580,220.15,3.61,49.96,0.98
600,219.10,3.38,49.96,0.97
620,219.23,3.42,50.08,0.97
640,220.01,3.66,49.93,0.97
660,220.82,3.34,50.04,0.97
680,220.92,3.45,50.09,0.98
700,220.88,3.62,49.93,0.97
720,219.12,3.45,50.03,0.97
740,219.77,3.37,50.02,0.98
760,219.57,3.43,49.95,0.96
780,220.35,3.64,50.06,0.97
800,219.56,3.40,50.04,0.97
820,220.47,3.48,50.02,0.97
840,219.93,3.50,49.94,0.96
860,219.28,3.35,49.91,0.98
880,220.48,3.43,49.92,0.97
900,219.69,3.32,50.08,0.98
920,219.72,3.53,49.91,0.98
940,220.11,3.44,49.99,0.96
960,220.84,3.67,49.92,0.98
980,219.52,3.59,50.02,0.96
1000,219.55,3.42,50.00,0.97
1020,220.11,3.30,49.91,0.97
1040,219.23,3.64,49.92,0.97
1060,219.96,3.64,49.93,0.97
1080,220.60,3.33,49.95,0.98
1100,220.21,3.38,50.02,0.98
1120,219.89,3.57,49.92,0.97
1140,220.55,3.45,49.98,0.98
1160,219.24,3.52,50.02,0.96
1180,219.51,3.43,50.08,0.98
1200,220.34,3.48,50.08,0.96
1220,220.96,3.31,50.03,0.98
1240,220.85,3.33,50.05,0.96
1260,220.52,3.47,50.05,0.97
1280,219.41,3.58,50.09,0.97
1300,220.43,3.46,50.00,0.97
1320,220.77,3.54,50.06,0.98
1340,220.99,3.59,50.05,0.97
1360,219.54,3.68,49.92,0.97
1380,220.21,3.38,50.00,0.97
1400,219.28,3.53,50.03,0.97
1420,220.68,3.38,49.95,0.98
1440,220.81,3.58,49.91,0.97
1460,220.03,3.63,50.10,0.97
1480,220.67,3.38,50.03,0.96
1500,220.99,3.44,49.97,0.97
1520,220.62,3.67,49.95,0.97
1540,220.52,3.68,50.01,0.97
1560,219.48,3.64,50.09,0.98
1580,219.17,3.56,50.02,0.97
1600,220.19,3.35,49.96,0.97
1620,220.27,3.41,50.06,0.96
1640,220.84,3.31,49.92,0.97
1660,219.90,3.58,49.92,0.96
1680,220.35,3.56,50.03,0.98
