timestamp,voltage,current_amps,frequency,power_factor
0,220.06,3.41,49.91,0.97
20,219.51,3.43,50.10,0.97
40,219.31,3.60,50.05,0.98
60,220.25,3.44,49.92,0.97
80,220.31,3.54,50.04,0.97
100,219.67,3.46,49.99,0.97
120,220.17,3.62,49.98,0.97
140,219.78,3.53,50.01,0.98
160,220.05,3.35,50.07,0.96
180,220.57,3.58,50.00,0.96
200,219.82,3.50,50.07,0.96
220,219.49,3.42,50.07,0.98
240,219.46,3.40,49.93,0.97
260,220.20,3.61,49.91,0.96
280,219.66,3.61,50.08,0.98
300,220.51,3.34,49.96,0.97
320,220.62,3.65,49.99,0.96
340,221.00,3.47,49.99,0.98
360,220.09,3.67,49.91,0.97
380,220.92,3.55,49.92,0.97
400,219.79,3.52,49.98,0.97
420,220.72,3.50,50.08,0.97
440,219.48,3.37,49.98,0.98
460,220.18,3.68,50.05,0.97
480,219.94,3.33,49.98,0.98
500,220.13,3.32,49.90,0.98
520,220.05,3.40,49.97,0.96
540,220.14,3.68,50.06,0.97
560,220.78,3.45,49.90,0.96
580,220.47,3.42,49.95,0.97
600,219.00,3.47,50.10,0.96
620,220.09,3.62,50.10,0.97
640,219.17,3.30,50.09,0.98
660,220.76,3.60,50.04,0.96
680,219.54,3.64,50.09,0.97
700,219.50,3.41,50.06,0.97
720,219.37,3.51,50.10,0.98
740,220.29,3.39,49.90,0.96
760,219.57,3.59,50.08,0.97
780,220.17,3.39,50.07,0.97
800,220.50,3.66,50.08,0.97
820,220.79,3.58,49.95,0.97
840,220.34,3.39,49.93,0.96
860,220.84,3.40,50.08,0.97
880,220.97,3.55,50.05,0.97
900,220.15,3.33,49.98,0.97
920,219.57,3.45,49.99,0.98
940,220.97,3.46,50.08,0.97
960,220.38,3.39,50.01,0.98
980,219.87,3.64,50.06,0.97
1000,219.86,3.55,50.06,0.97
1020,220.45,3.31,50.04,0.97
1040,219.09,3.54,49.91,0.96
1060,220.08,3.37,49.95,0.97
1080,219.37,3.52,50.05,0.98
1100,219.52,3.65,49.94,0.97
1120,219.77,3.31,50.01,0.98
1140,219.66,3.33,50.02,0.97
1160,220.55,3.56,49.94,0.97
1180,220.38,3.57,49.97,0.96
1200,219.35,3.30,49.94,0.97
1220,219.89,3.58,50.05,0.98
1240,220.93,3.36,50.04,0.97
1260,219.86,3.38,49.98,0.98
1280,220.96,3.65,50.00,0.96
1300,220.80,3.46,49.94,0.96
1320,219.69,3.64,49.91,0.97
1340,220.24,3.49,49.97,0.97
1360,220.59,3.55,49.91,0.97
1380,220.86,3.41,49.92,0.97
1400,220.45,3.60,50.05,0.97
1420,219.31,3.37,49.95,0.97
1440,220.18,3.49,50.01,0.97
1460,219.85,3.63,49.93,0.96
1480,219.81,3.60,49.93,0.97
