timestamp,voltage,current_amps,frequency,power_factor
0,220.75,3.60,49.96,0.98
20,219.11,3.54,50.04,0.97
40,219.32,3.69,50.04,0.97
60,220.91,3.45,50.04,0.98
80,220.07,3.57,50.06,0.96
100,220.64,3.47,50.03,0.97
120,220.30,3.49,50.04,0.98
140,220.53,3.56,50.03,0.97
160,219.42,3.60,49.93,0.96
180,219.68,3.68,49.93,0.98
200,219.22,3.33,49.95,0.97
220,220.41,3.34,50.02,0.98
240,219.12,3.44,50.07,0.97
260,219.65,3.36,50.00,0.97
280,220.94,3.68,49.91,0.97
300,219.99,3.51,50.01,0.96
320,219.91,3.49,50.02,0.98
340,220.11,3.61,50.01,0.97
360,219.65,3.50,49.94,0.96
380,220.13,3.49,50.04,0.96
400,220.95,3.46,50.08,0.96
420,220.80,3.68,50.00,0.97
440,220.08,3.32,50.07,0.96
460,219.71,3.46,49.95,0.97
480,220.33,3.40,49.99,0.97
500,219.71,3.67,49.97,0.96
520,220.63,3.63,49.91,0.98
540,219.67,3.47,49.97,0.97
560,220.17,3.64,49.93,0.98
580,219.59,3.52,50.09,0.96
600,220.37,3.62,49.99,0.97
620,219.77,3.68,49.93,0.96
640,220.12,3.55,49.98,0.98
660,220.46,3.38,49.94,0.97
680,219.58,3.70,49.91,0.97
700,219.27,3.51,50.04,0.98
720,220.84,3.47,50.07,0.98
740,220.29,3.67,50.09,0.96
760,220.42,3.51,49.95,0.98
780,219.97,3.64,50.09,0.98
800,220.54,3.35,50.00,0.96
820,220.45,3.45,50.03,0.97
840,220.81,3.42,50.06,0.97
860,219.01,3.68,50.07,0.98
880,220.93,3.48,49.93,0.96
900,219.46,3.47,49.97,0.97
920,220.63,3.68,50.02,0.96
940,220.09,3.56,50.01,0.97
960,220.73,3.68,49.93,0.96
980,219.35,3.55,49.93,0.97
1000,220.94,3.43,49.90,0.96
1020,220.40,3.32,49.99,0.96
1040,220.13,3.61,49.90,0.97
1060,219.15,3.50,49.93,0.97
1080,220.74,3.63,49.99,0.98
1100,219.63,3.46,50.02,0.97
1120,220.18,3.58,49.96,0.96
1140,219.55,3.63,50.10,0.97
1160,220.74,3.43,50.03,0.97
1180,220.29,3.61,50.09,0.98
1200,220.76,3.43,49.93,0.97
1220,220.44,3.59,49.96,0.96
1240,219.28,3.44,50.06,0.97
1260,220.61,3.32,49.97,0.97
1280,219.77,3.43,49.91,0.96
1300,220.95,3.37,49.99,0.96
1320,219.26,3.43,50.07,0.98
1340,220.50,3.58,49.92,0.96
1360,219.06,3.47,49.97,0.96
1380,219.96,3.64,49.98,0.97
1400,220.07,3.66,49.95,0.97
1420,220.11,3.42,49.90,0.97
1440,220.97,3.34,50.06,0.97
1460,219.88,3.55,50.03,0.97
1480,220.27,3.38,49.95,0.98
1500,220.44,3.55,49.95,0.97
