timestamp,voltage,current_amps,frequency,power_factor
0,219.48,3.46,50.08,0.96
20,220.85,3.59,50.02,0.97
40,220.61,3.63,50.08,0.96
60,219.19,3.65,50.05,0.97
80,220.45,3.52,49.97,0.97
100,219.64,3.43,49.93,0.96
120,220.41,3.48,49.98,0.97
140,219.20,3.38,49.93,0.97
160,220.27,3.60,49.95,0.97
180,220.34,3.30,50.07,0.97
200,220.13,3.33,49.98,0.96
220,220.76,3.41,49.96,0.98
240,219.06,3.51,49.93,0.97
260,219.06,3.36,50.00,0.96
280,220.30,3.70,50.08,0.97
300,220.06,3.57,49.99,0.96
320,219.86,3.49,50.07,0.97
340,220.12,3.39,50.10,0.96
360,219.15,3.66,49.99,0.97
380,220.75,3.59,50.07,0.96
400,220.26,3.52,49.99,0.98
420,220.42,3.69,50.05,0.97
440,219.65,3.63,49.91,0.98
460,219.55,3.41,50.05,0.97
480,219.85,3.46,50.02,0.97
500,219.33,3.30,50.01,0.98
520,219.83,3.53,49.97,0.98
540,220.16,3.66,49.92,0.96
560,219.63,3.56,50.04,0.98
580,219.33,3.60,50.00,0.96
600,219.71,3.54,49.92,0.97
620,219.53,3.67,49.92,0.96
640,219.71,3.38,50.10,0.97
660,219.19,3.69,50.03,0.97
680,220.42,3.58,49.96,0.98
700,219.28,3.56,50.03,0.97
720,219.17,3.49,49.94,0.98
740,220.68,3.38,49.96,0.97
760,219.38,3.43,49.93,0.97
780,219.66,3.40,49.92,0.96
800,220.63,3.37,49.95,0.98
820,220.03,3.40,50.07,0.96
840,220.35,3.57,49.96,0.96
860,220.52,3.32,50.06,0.97
880,220.55,3.51,50.02,0.98
900,219.75,3.56,49.90,0.96
920,220.25,3.48,49.92,0.97
940,219.96,3.48,50.00,0.98
960,221.00,3.55,49.91,0.96
980,220.76,3.36,49.95,0.98
1000,219.02,3.61,50.03,0.98
1020,219.55,3.39,49.97,0.98
1040,219.20,3.43,50.04,0.97
1060,220.94,3.46,50.00,0.97
1080,219.30,3.39,49.94,0.96
1100,220.18,3.40,50.09,0.96
1120,219.78,3.38,49.99,0.97
1140,219.77,3.63,49.91,0.97
1160,219.08,3.43,50.00,0.98
1180,220.34,3.50,49.91,0.97
1200,220.65,3.39,49.92,0.97
1220,220.28,3.43,50.01,0.97
1240,219.44,3.34,49.92,0.97
1260,219.30,3.34,50.07,0.97
1280,220.19,3.47,49.98,0.97
1300,219.89,3.52,49.96,0.97
1320,219.68,3.44,49.97,0.97
1340,219.42,3.53,50.01,0.97
1360,220.73,3.38,49.98,0.96
1380,220.08,3.49,49.99,0.97
1400,219.17,3.51,50.04,0.97
1420,219.50,3.47,49.96,0.97
1440,219.82,3.68,50.08,0.96
1460,220.43,3.54,50.06,0.97
1480,220.38,3.41,50.07,0.96
1500,219.41,3.45,49.94,0.97
1520,220.42,3.34,50.10,0.98
1540,219.95,3.63,50.06,0.96
1560,220.63,3.60,49.93,0.98
1580,220.48,3.63,50.06,0.97
1600,219.76,3.53,49.99,0.97
1620,219.61,3.38,49.94,0.97
1640,219.38,3.42,49.94,0.97
1660,219.84,3.51,50.04,0.97
1680,220.99,3.34,50.04,0.96
1700,219.09,3.68,50.09,0.97
1720,219.54,3.65,50.00,0.97
1740,220.43,3.64,49.96,0.97
1760,220.44,3.44,49.92,0.96
1780,220.71,3.50,49.92,0.97
1800,219.31,3.43,50.05,0.97
1820,220.53,3.38,50.01,0.98
1840,219.23,3.39,49.91,0.98
1860,219.17,3.48,49.92,0.96
1880,220.74,3.58,50.00,0.98
1900,220.36,3.61,49.91,0.96
1920,219.68,3.37,49.98,0.96
1940,220.11,3.61,50.01,0.96
1960,220.29,3.51,50.06,0.97
1980,219.55,3.42,49.98,0.96
2000,220.85,3.51,49.94,0.97
2020,219.68,3.38,49.96,0.98
2040,219.29,3.55,49.98,0.97
2060,219.80,3.44,49.90,0.97
2080,219.34,3.63,49.92,0.96
2100,220.54,3.61,50.06,0.97
2120,219.91,3.65,50.08,0.96
2140,220.01,3.61,50.00,0.97
2160,219.01,3.55,50.06,0.96
2180,219.07,3.45,50.00,0.97
2200,220.29,3.45,50.03,0.96
2220,220.29,3.40,49.96,0.98
2240,220.27,3.31,50.04,0.96
2260,220.83,3.60,49.95,0.96
2280,219.33,3.51,49.96,0.98
2300,220.03,3.57,49.94,0.96
2320,219.03,3.43,49.95,0.96
2340,220.34,3.45,49.97,0.98
2360,219.03,3.45,50.07,0.98
2380,220.19,3.69,50.04,0.97
2400,219.23,3.64,50.08,0.98
2420,220.54,3.46,49.99,0.98
2440,219.24,3.43,49.99,0.96
2460,219.60,3.41,50.01,0.97
2480,219.85,3.45,49.93,0.96
2500,219.47,3.65,50.06,0.97
2520,219.69,3.63,50.05,0.97
2540,220.55,3.30,50.01,0.97
2560,220.54,3.33,49.91,0.97
2580,219.97,3.67,49.91,0.97
2600,219.54,3.37,49.92,0.97
2620,220.35,3.46,50.06,0.96
2640,220.22,3.68,50.06,0.97
2660,219.14,3.66,49.90,0.98
2680,219.66,3.40,49.92,0.97
2700,219.65,3.43,49.95,0.96
2720,220.24,3.68,50.05,0.97
2740,219.06,3.63,49.99,0.98
2760,220.82,3.52,49.93,0.98
2780,219.31,3.41,49.92,0.97
2800,220.70,3.58,50.06,0.96
2820,220.36,3.37,50.04,0.97
2840,220.43,3.42,49.92,0.97
2860,220.51,3.63,50.10,0.97
2880,219.38,3.31,50.07,0.96
2900,219.41,3.39,50.08,0.98
2920,220.80,3.38,50.10,0.97
2940,219.90,3.62,49.90,0.97
2960,220.06,3.69,50.09,0.97
2980,220.35,3.39,50.04,0.97
3000,220.19,3.53,49.97,0.98
3020,319.15,19.27,49.90,0.98
3040,325.63,18.81,50.08,0.97
3060,330.14,21.09,50.03,0.97
3080,324.14,22.35,49.96,0.97
3100,328.34,19.15,50.04,0.97
3120,330.74,19.59,50.08,0.97
3140,317.67,19.73,49.91,0.96
3160,331.66,19.48,50.01,0.96
3180,318.18,19.82,50.00,0.96
3200,320.47,20.26,49.96,0.96
3220,331.93,22.49,49.99,0.98
3240,330.55,21.28,50.05,0.97
3260,310.83,19.35,50.08,0.96
3280,325.73,22.11,49.92,0.98
3300,316.77,20.07,49.95,0.96
3320,323.87,22.25,49.92,0.97
3340,332.68,19.43,50.02,0.98
3360,319.42,22.45,49.99,0.97
3380,320.44,22.17,50.05,0.97
3400,329.17,22.44,49.93,0.97
3420,328.92,21.85,49.91,0.96
3440,314.18,21.26,49.95,0.97
3460,330.48,21.86,49.91,0.98
3480,328.75,21.65,50.06,0.97
3500,319.34,21.84,50.01,0.96
3520,332.47,21.54,49.99,0.96
3540,313.35,21.49,50.01,0.96
3560,327.54,19.72,50.08,0.96
3580,318.02,18.88,49.92,0.97
3600,322.01,20.76,49.95,0.97
3620,334.48,21.10,50.09,0.98
3640,329.33,21.86,50.03,0.97
3660,333.70,20.51,50.08,0.98
3680,325.17,19.29,50.01,0.97
3700,324.49,20.96,50.01,0.98
3720,333.16,18.75,49.92,0.97
3740,318.04,20.09,49.91,0.98
3760,327.20,20.19,50.00,0.97
3780,325.14,21.63,49.96,0.96
3800,331.37,18.61,49.91,0.98
3820,314.79,21.08,49.97,0.97
3840,319.90,19.81,50.04,0.97
3860,332.69,19.71,49.92,0.97
3880,333.49,22.30,50.00,0.97
3900,328.33,20.66,49.93,0.97
3920,334.51,20.77,50.04,0.97
3940,313.42,21.45,50.06,0.97
3960,331.49,19.56,49.98,0.98
3980,315.58,21.71,50.03,0.97
4000,328.86,21.64,49.92,0.97
4020,315.31,20.44,50.08,0.97
4040,323.90,21.42,50.00,0.97
