timestamp,voltage,current_amps,frequency,power_factor
0,219.20,3.59,49.93,0.96
20,219.51,3.32,50.04,0.97
40,219.70,3.46,49.97,0.97
60,220.81,3.46,49.97,0.98
80,220.53,3.51,50.01,0.98
100,220.88,3.37,50.00,0.98
120,220.03,3.45,49.96,0.98
140,219.01,3.44,50.08,0.96
160,219.29,3.60,49.91,0.98
180,220.77,3.30,50.02,0.97
200,219.56,3.42,49.93,0.97
220,220.85,3.56,50.01,0.97
240,220.29,3.38,50.05,0.98
260,219.13,3.50,49.97,0.96
280,220.22,3.67,50.04,0.97
300,219.16,3.45,49.98,0.97
320,220.17,3.49,49.93,0.98
340,219.78,3.40,49.91,0.97
360,219.09,3.70,49.94,0.96
380,219.70,3.31,50.07,0.97
400,220.90,3.64,50.04,0.97
420,220.05,3.59,50.09,0.97
440,219.53,3.51,49.97,0.98
460,219.93,3.53,50.05,0.97
480,219.50,3.61,49.91,0.98
500,219.93,3.62,50.05,0.98
520,220.53,3.57,50.03,0.97
540,219.26,3.35,49.94,0.98
560,220.97,3.53,49.97,0.97
580,220.72,3.53,50.06,0.97
600,219.17,3.31,49.92,0.98
620,219.72,3.59,50.06,0.97
640,219.13,3.55,49.93,0.96
660,220.37,3.61,50.04,0.97
680,219.90,3.48,49.97,0.98
700,219.84,3.50,50.10,0.98
720,220.68,3.59,49.99,0.97
740,220.38,3.35,50.02,0.96
760,219.71,3.63,50.09,0.97
780,219.29,3.34,50.06,0.96
800,219.47,3.69,50.07,0.96
820,219.87,3.50,50.03,0.97
840,220.47,3.60,49.94,0.98
860,220.18,3.49,49.95,0.96
880,219.41,3.55,50.07,0.97
900,220.35,3.60,50.00,0.97
920,220.91,3.47,50.01,0.97
940,219.97,3.59,49.95,0.96
960,220.49,3.30,50.00,0.98
980,220.37,3.58,49.95,0.98
1000,219.82,3.52,49.94,0.97
1020,220.01,3.37,49.94,0.97
1040,219.61,3.55,50.05,0.96
1060,219.08,3.43,50.09,0.98
1080,219.98,3.35,50.02,0.98
1100,220.84,3.44,49.96,0.96
1120,220.72,3.46,50.03,0.96
1140,220.98,3.43,49.97,0.97
1160,219.14,3.69,50.05,0.97
1180,219.04,3.32,50.03,0.98
1200,220.05,3.38,50.02,0.98
1220,219.27,3.69,49.95,0.97
1240,219.19,3.42,50.09,0.97
1260,220.04,3.49,50.04,0.98
1280,219.94,3.43,49.96,0.97
1300,219.11,3.62,50.01,0.96
1320,219.49,3.33,50.10,0.97
1340,220.40,3.33,50.04,0.96
1360,219.25,3.46,50.01,0.98
1380,219.39,3.56,50.00,0.97
1400,219.28,3.48,50.05,0.98
1420,220.00,3.59,49.97,0.97
1440,220.86,3.43,49.92,0.98
1460,219.29,3.41,49.95,0.97
1480,219.05,3.66,49.94,0.98
1500,220.64,3.40,49.93,0.96
1520,219.32,3.56,49.92,0.97
1540,220.56,3.59,50.07,0.97
1560,219.38,3.44,49.99,0.96
1580,219.88,3.69,49.92,0.97
1600,220.32,3.60,49.92,0.97
1620,220.81,3.58,50.09,0.96
1640,219.08,3.33,49.98,0.97
1660,219.67,3.65,49.94,0.98
1680,219.49,3.67,49.91,0.98
1700,219.53,3.61,50.03,0.98
1720,219.25,3.65,50.09,0.96
1740,219.81,3.61,49.91,0.97
1760,219.38,3.36,49.95,0.97
1780,220.95,3.33,50.05,0.96
1800,220.35,3.40,50.04,0.97
1820,219.85,3.56,50.01,0.98
1840,219.41,3.41,49.90,0.98
1860,220.63,3.38,50.05,0.97
1880,219.10,3.51,49.92,0.97
1900,220.37,3.52,50.07,0.97
1920,219.07,3.48,50.05,0.96
1940,219.36,3.48,49.93,0.98
1960,219.14,3.56,49.96,0.97
1980,220.39,3.63,49.96,0.96
2000,220.17,3.41,49.98,0.97
2020,220.49,3.38,50.03,0.98
2040,219.04,3.58,50.07,0.96
2060,220.25,3.42,49.98,0.97
2080,219.90,3.60,49.96,0.96
2100,220.27,3.55,49.90,0.97
2120,219.49,3.37,49.99,0.97
2140,220.00,3.55,49.94,0.97
2160,220.85,3.50,49.99,0.97
2180,220.98,3.59,50.01,0.97
2200,219.01,3.50,50.04,0.98
2220,220.81,3.31,50.06,0.97
2240,219.84,3.70,49.92,0.97
2260,219.67,3.37,49.99,0.98
2280,220.93,3.32,49.93,0.97
2300,219.74,3.64,50.06,0.97
2320,219.80,3.45,49.90,0.96
2340,220.60,3.56,49.90,0.97
2360,219.22,3.57,50.01,0.96
2380,219.53,3.59,49.94,0.97
2400,219.68,3.32,49.97,0.97
