timestamp,voltage,current_amps,frequency,power_factor
0,219.95,3.45,50.07,0.98
20,219.84,3.51,49.94,0.96
40,219.40,3.47,50.08,0.96
60,220.49,3.47,49.91,0.96
80,220.52,3.60,50.03,0.98
100,220.51,3.66,49.98,0.97
120,220.69,3.30,49.95,0.98
140,220.72,3.56,49.97,0.97
160,220.24,3.61,49.94,0.97
180,220.93,3.49,50.07,0.98
200,220.81,3.68,49.96,0.97
220,220.00,3.35,50.00,0.96
240,220.09,3.47,49.97,0.98
260,220.82,3.42,49.94,0.96
280,219.39,3.63,50.00,0.98
300,220.31,3.38,49.95,0.97
320,219.54,3.56,50.08,0.97
340,220.74,3.52,50.09,0.96
360,220.13,3.68,50.00,0.97
380,219.08,3.35,50.00,0.96
400,220.87,3.55,50.09,0.97
420,219.84,3.66,49.97,0.97
440,219.11,3.40,50.04,0.98
460,220.43,3.40,50.01,0.98
480,220.66,3.61,50.09,0.97
500,219.28,3.32,49.99,0.97
520,219.39,3.55,50.07,0.96
540,220.87,3.56,50.09,0.98
560,219.47,3.35,49.94,0.96
580,219.97,3.54,50.04,0.97
600,220.11,3.57,49.92,0.97
620,220.02,3.43,49.92,0.97
640,219.18,3.60,50.09,0.96
660,219.19,3.59,50.01,0.98
680,220.89,3.67,50.03,0.97
700,220.52,3.56,50.05,0.97
720,219.43,3.34,49.96,0.97
740,220.19,3.54,50.06,0.97
760,220.49,3.47,50.05,0.98
780,219.64,3.42,49.95,0.97
800,219.76,3.39,50.00,0.96
820,219.53,3.45,50.07,0.96
840,220.53,3.39,50.02,0.97
860,219.37,3.66,49.94,0.97
880,219.79,3.54,50.10,0.97
900,220.86,3.61,50.05,0.97
920,219.11,3.48,50.07,0.98
940,220.90,3.55,49.96,0.98
960,219.69,3.62,50.00,0.97
980,219.31,3.63,49.94,0.97
1000,219.78,3.57,50.00,0.96
1020,220.81,3.31,49.98,0.97
1040,220.14,3.36,50.03,0.97
1060,220.48,3.40,49.99,0.97
1080,219.45,3.64,49.94,0.97
1100,219.39,3.69,50.04,0.96
1120,220.17,3.58,49.93,0.96
1140,220.68,3.42,50.08,0.97
1160,219.33,3.38,50.05,0.97
1180,220.46,3.46,50.09,0.96
1200,219.43,3.36,49.99,0.96
1220,220.08,3.63,50.01,0.98
1240,219.09,3.56,50.04,0.97
1260,219.36,3.36,49.90,0.97
1280,220.31,3.67,50.02,0.97
1300,220.44,3.48,50.07,0.96
1320,219.27,3.47,49.98,0.97
1340,220.31,3.48,50.01,0.97
1360,220.17,3.38,49.95,0.97
1380,220.16,3.34,49.91,0.96
1400,220.22,3.37,50.01,0.96
1420,219.48,3.55,49.99,0.96
1440,220.97,3.66,49.90,0.97
1460,219.12,3.36,50.01,0.98
1480,220.52,3.40,50.00,0.96
1500,220.43,3.47,49.98,0.98
1520,220.49,3.47,49.93,0.96
1540,220.48,3.66,49.95,0.98
1560,220.94,3.65,50.09,0.97
1580,220.49,3.41,50.04,0.97
1600,220.36,3.60,50.07,0.97
1620,220.71,3.39,49.94,0.96
1640,219.81,3.54,49.91,0.98
1660,220.04,3.58,49.99,0.98
1680,220.01,3.41,49.93,0.97
1700,219.52,3.33,50.02,0.98
1720,219.23,3.50,49.96,0.97
1740,220.40,3.67,50.07,0.97
1760,219.98,3.40,50.03,0.97
1780,219.83,3.56,50.00,0.97
1800,219.77,3.37,50.00,0.96
1820,220.74,3.31,49.98,0.98
1840,220.04,3.59,49.93,0.96
1860,219.79,3.67,49.96,0.96
1880,219.90,3.43,50.06,0.98
1900,220.98,3.46,49.99,0.97
1920,220.11,3.56,50.09,0.97
1940,220.17,3.68,49.92,0.96
1960,220.99,3.51,49.99,0.97
1980,219.95,3.57,50.01,0.98
2000,219.68,3.61,50.00,0.98
2020,237.62,6.68,50.84,0.83
2040,219.79,3.26,51.18,0.76
2060,218.19,5.39,50.10,0.82
2080,214.76,2.32,49.11,0.73
2100,212.91,2.27,51.10,0.78
2120,216.45,1.73,49.94,0.77
2140,222.88,5.33,50.21,0.76
2160,236.56,1.07,51.11,0.75
2180,238.02,5.68,51.05,0.76
2200,222.48,4.42,49.07,0.78
2220,205.05,1.37,51.12,0.71
2240,210.95,5.96,48.69,0.75
2260,238.30,4.15,51.07,0.74
2280,220.55,3.00,50.85,0.82
2300,213.82,2.06,50.05,0.84
2320,208.79,7.04,49.54,0.83
2340,221.54,5.36,49.86,0.84
2360,209.37,3.38,49.92,0.76
2380,235.30,3.86,49.64,0.72
2400,222.35,7.55,49.14,0.76
2420,233.46,2.97,50.05,0.74
2440,231.14,4.52,50.52,0.80
2460,238.75,5.65,51.53,0.74
2480,208.25,0.05,49.44,0.78
2500,237.80,-0.45,50.90,0.72
2520,240.20,1.89,51.21,0.78
2540,223.51,2.67,49.35,0.71
2560,217.04,6.00,49.61,0.78
2580,231.75,0.35,48.54,0.75
2600,240.05,2.77,50.58,0.77
2620,224.60,6.90,48.83,0.72
2640,227.55,0.89,48.60,0.78
2660,230.47,1.57,49.15,0.84
2680,222.54,1.74,48.90,0.84
2700,206.86,4.75,50.31,0.71
2720,199.89,4.90,50.52,0.76
2740,201.37,-0.66,50.61,0.78
2760,223.13,4.10,50.33,0.72
2780,203.15,0.53,49.05,0.71
2800,204.31,3.15,49.47,0.81
2820,233.76,7.32,51.22,0.84
2840,224.74,4.58,51.43,0.78
2860,236.18,3.88,49.71,0.84
2880,225.54,5.45,50.63,0.76
2900,233.87,3.77,48.51,0.79
2920,217.65,5.95,49.66,0.79
