timestamp,voltage,current_amps,frequency,power_factor
0,219.05,3.31,49.98,0.97
20,220.94,3.64,50.03,0.96
40,219.91,3.40,50.05,0.97
60,219.98,3.50,50.07,0.96
80,220.31,3.50,49.99,0.97
100,219.80,3.34,50.02,0.97
120,219.76,3.59,50.08,0.97
140,219.89,3.57,50.09,0.97
160,220.98,3.68,50.01,0.97
180,220.30,3.45,50.04,0.98
200,219.04,3.35,50.01,0.98
220,219.25,3.41,50.06,0.97
240,219.75,3.49,49.94,0.97
260,219.76,3.56,49.98,0.97
280,219.14,3.33,49.91,0.97
300,220.09,3.70,49.96,0.98
320,219.75,3.53,49.98,0.97
340,220.03,3.63,50.02,0.97
360,219.12,3.32,49.92,0.97
380,220.42,3.68,50.01,0.97
400,219.11,3.32,49.97,0.97
420,219.25,3.68,49.92,0.97
440,220.85,3.39,50.07,0.96
460,219.39,3.54,49.99,0.97
480,219.81,3.44,49.96,0.97
500,220.59,3.61,50.06,0.98
520,220.38,3.61,49.95,0.97
540,220.00,3.66,49.98,0.98
560,219.02,3.33,49.96,0.96
580,220.04,3.33,50.10,0.96
600,220.06,3.31,49.97,0.97
620,220.03,3.51,50.07,0.97
640,219.65,3.58,50.10,0.96
660,219.62,3.47,50.08,0.97
680,219.81,3.61,50.05,0.96
700,221.00,3.48,50.03,0.96
720,220.77,3.33,49.91,0.97
740,220.70,3.65,50.06,0.97
760,219.66,3.60,49.97,0.97
780,219.06,3.53,50.06,0.98
800,220.40,3.38,49.94,0.98
820,219.98,3.58,49.93,0.98
840,219.14,3.33,49.93,0.96
860,220.79,3.45,50.06,0.97
880,220.37,3.35,50.01,0.97
900,220.12,3.60,50.08,0.96
920,220.12,3.60,49.96,0.96
940,219.90,3.40,50.08,0.98
960,220.66,3.43,50.01,0.98
980,220.61,3.35,50.01,0.98
1000,219.34,3.39,50.02,0.97
1020,219.21,3.30,50.02,0.97
1040,220.07,3.52,50.06,0.96
1060,219.41,3.63,50.01,0.96
1080,220.31,3.34,50.08,0.98
1100,220.05,3.33,50.03,0.97
1120,219.40,3.35,50.00,0.97
1140,220.78,3.50,50.02,0.98
1160,219.14,3.41,50.09,0.97
1180,220.72,3.48,49.91,0.97
1200,219.15,3.68,49.97,0.97
1220,220.53,3.67,50.02,0.97
1240,220.18,3.45,49.91,0.96
1260,220.49,3.46,49.96,0.98
1280,219.97,3.56,49.95,0.96
1300,219.11,3.66,49.99,0.96
1320,220.40,3.30,49.99,0.96
1340,220.79,3.43,50.06,0.97
1360,219.96,3.44,50.01,0.98
1380,220.19,3.44,49.98,0.98
1400,219.32,3.59,49.99,0.96
1420,219.58,3.43,50.10,0.97
1440,220.02,3.54,50.08,0.96
1460,220.20,3.46,50.02,0.96
1480,219.50,3.50,49.94,0.96
1500,220.17,3.43,49.95,0.97
1520,219.40,3.40,49.97,0.97
1540,219.07,3.48,50.06,0.97
1560,220.77,3.57,50.02,0.97
1580,219.23,3.32,50.06,0.98
1600,220.75,3.32,50.10,0.97
1620,220.58,3.32,49.92,0.96
1640,220.71,3.65,49.90,0.97
1660,219.32,3.66,50.06,0.97
1680,220.39,3.56,50.00,0.98
1700,220.00,3.36,49.90,0.96
1720,220.39,3.38,49.96,0.97
1740,220.87,3.56,49.95,0.97
1760,220.40,3.53,49.97,0.97
1780,219.95,3.63,50.06,0.96
1800,220.43,3.49,49.97,0.97
1820,220.36,3.47,50.00,0.97
1840,220.00,3.42,50.04,0.97
1860,220.80,3.47,50.07,0.97
1880,220.25,3.51,49.92,0.96
1900,219.57,3.61,50.01,0.98
1920,220.06,3.60,50.09,0.98
1940,219.36,3.60,49.99,0.96
1960,220.03,3.69,50.00,0.96
1980,220.08,3.59,49.99,0.97
2000,220.37,3.40,50.07,0.98
2020,220.77,3.34,50.10,0.97
2040,219.81,3.35,50.08,0.98
2060,219.63,3.43,49.96,0.97
2080,219.21,3.61,50.10,0.98
2100,220.57,3.50,50.08,0.97
2120,220.30,3.46,49.94,0.97
2140,220.68,3.66,50.09,0.96
2160,220.99,3.60,49.99,0.97
2180,219.40,3.43,50.10,0.97
2200,220.15,3.42,49.95,0.98
2220,220.70,3.33,50.08,0.97
2240,220.70,3.57,50.08,0.97
2260,220.20,3.39,50.03,0.98
2280,220.20,3.67,49.97,0.97
2300,220.52,3.44,50.09,0.97
2320,220.22,3.54,49.97,0.97
2340,219.47,3.40,49.91,0.97
2360,220.72,3.57,49.95,0.97
2380,220.12,3.58,50.04,0.97
2400,219.51,3.51,50.07,0.97
2420,219.72,3.60,50.08,0.96
2440,219.60,3.30,50.04,0.98
2460,220.96,3.61,49.95,0.96
2480,219.07,3.45,50.10,0.98
2500,219.24,3.67,49.96,0.98
2520,220.64,3.38,49.99,0.96
2540,220.78,3.51,50.08,0.97
2560,220.24,3.66,50.00,0.97
2580,219.51,3.59,50.09,0.96
2600,219.09,3.60,50.10,0.97
2620,219.75,3.57,49.92,0.97
2640,220.63,3.67,49.91,0.98
2660,219.46,3.55,49.98,0.97
2680,220.51,3.54,50.00,0.97
2700,220.78,3.36,49.97,0.97
2720,219.42,3.46,49.90,0.98
2740,220.96,3.45,49.91,0.97
2760,220.28,3.64,49.93,0.97
2780,219.48,3.37,50.01,0.97
2800,220.11,3.65,49.96,0.96
2820,220.12,3.32,49.93,0.98
2840,219.04,3.39,49.99,0.98
2860,220.65,3.44,50.05,0.97
2880,220.11,3.41,49.98,0.97
2900,220.98,3.52,49.94,0.98
2920,219.23,3.37,50.06,0.97
2940,219.28,3.41,49.94,0.98
2960,220.80,3.51,49.90,0.97
2980,219.92,3.67,49.98,0.96
3000,220.44,3.48,49.96,0.97
3020,221.00,3.37,50.01,0.97
3040,220.97,3.56,50.03,0.98
3060,220.21,3.30,50.10,0.98
3080,219.50,3.62,50.06,0.98
3100,219.60,3.44,50.03,0.97
3120,220.31,3.36,49.98,0.98
3140,220.47,3.50,50.08,0.96
3160,219.30,3.55,49.91,0.98
3180,219.13,3.63,50.07,0.96
3200,220.25,3.33,50.02,0.98
3220,220.40,3.46,50.09,0.98
3240,220.76,3.62,50.02,0.97
3260,220.15,3.51,50.06,0.98
3280,219.67,3.43,50.10,0.97
3300,220.41,3.65,49.99,0.97
3320,220.65,3.48,49.94,0.97
3340,219.05,3.58,50.02,0.96
3360,219.71,3.57,49.97,0.97
3380,219.38,3.32,50.01,0.96
3400,219.96,3.36,50.05,0.97
3420,220.00,3.58,50.08,0.97
3440,220.04,3.51,50.00,0.97
3460,220.82,3.36,50.01,0.96
3480,219.36,3.62,49.94,0.98
3500,219.87,3.53,49.90,0.98
3520,219.60,3.55,50.09,0.97
3540,220.26,3.59,50.08,0.97
3560,219.54,3.31,49.95,0.97
3580,220.73,3.30,49.99,0.96
3600,220.03,3.39,49.97,0.97
3620,219.18,3.34,49.93,0.98
3640,219.02,3.43,49.96,0.98
3660,219.97,3.40,50.00,0.98
3680,220.44,3.52,49.96,0.96
3700,219.76,3.32,50.09,0.96
3720,219.63,3.61,49.94,0.97
3740,220.83,3.47,49.93,0.97
3760,219.37,3.31,49.90,0.97
3780,219.82,3.63,50.02,0.98
3800,219.56,3.41,50.00,0.97
3820,220.79,3.67,50.00,0.96
3840,219.76,3.59,50.05,0.97
3860,220.97,3.55,50.07,0.97
3880,220.34,3.67,50.01,0.96
3900,219.92,3.51,49.91,0.98
3920,220.73,3.67,49.91,0.97
3940,220.67,3.60,50.09,0.97
3960,220.08,3.51,49.97,0.98
3980,220.34,3.42,50.06,0.98
4000,219.12,3.63,50.09,0.98
4020,220.14,3.34,50.04,0.98
4040,220.09,3.61,49.90,0.97
4060,219.27,3.51,50.08,0.97
4080,219.93,3.49,50.06,0.97
4100,220.25,3.39,49.91,0.96
