timestamp,voltage,current_amps,frequency,power_factor
0,219.85,3.48,50.08,0.97
20,220.47,3.58,50.08,0.97
40,219.03,3.46,49.91,0.97
60,220.02,3.67,49.99,0.97
80,219.54,3.42,50.04,0.97
100,220.62,3.63,49.97,0.96
120,220.90,3.31,50.00,0.98
140,219.48,3.68,50.06,0.98
160,219.86,3.42,49.99,0.97
180,219.62,3.39,50.07,0.97
200,220.00,3.62,50.06,0.97
220,219.38,3.62,49.94,0.98
240,219.57,3.60,50.08,0.97
260,220.66,3.35,49.90,0.98
280,220.88,3.37,50.05,0.98
300,220.64,3.37,50.05,0.98
320,220.07,3.41,49.98,0.97
340,220.63,3.55,50.08,0.96
360,219.41,3.34,50.05,0.96
380,219.94,3.70,50.03,0.97
400,219.68,3.43,50.06,0.97
420,220.44,3.59,50.09,0.96
440,219.57,3.38,49.96,0.98
460,219.98,3.49,50.02,0.97
480,219.43,3.54,49.98,0.96
500,220.09,3.70,49.92,0.97
520,220.45,3.31,50.08,0.96
540,220.14,3.42,50.09,0.97
560,219.35,3.62,49.99,0.96
580,220.34,3.34,50.06,0.96
600,219.40,3.65,49.92,0.96
620,220.06,3.69,50.01,0.97
640,219.25,3.43,49.99,0.98
660,220.00,3.59,50.00,0.97
680,219.71,3.33,49.92,0.98
700,220.67,3.63,50.00,0.97
720,220.59,3.54,50.00,0.97
740,219.00,3.62,49.97,0.98
760,220.82,3.45,50.02,0.97
780,219.57,3.60,50.03,0.97
800,220.14,3.42,50.06,0.98
820,220.21,3.32,49.91,0.97
840,220.75,3.70,50.07,0.97
860,219.10,3.60,49.94,0.96
880,219.86,3.68,49.98,0.97
900,219.87,3.53,49.95,0.96
920,219.92,3.37,49.91,0.97
940,220.46,3.52,49.94,0.96
960,219.03,3.31,50.01,0.97
980,219.57,3.44,50.04,0.97
1000,220.74,3.48,50.07,0.97
1020,219.67,3.46,49.94,0.97
1040,220.39,3.67,49.99,0.96
1060,219.19,3.34,49.95,0.97
1080,220.18,3.58,50.02,0.97
1100,219.05,3.40,49.94,0.97
1120,220.36,3.43,49.97,0.98
1140,219.88,3.33,50.10,0.97
1160,219.84,3.38,49.93,0.98
1180,219.85,3.42,50.01,0.97
1200,219.67,3.40,50.04,0.96
1220,219.55,3.35,49.99,0.97
1240,219.33,3.70,49.92,0.97
1260,219.65,3.44,50.00,0.97
1280,219.57,3.35,49.92,0.97
1300,220.13,3.53,50.01,0.97
1320,220.59,3.42,49.98,0.96
1340,220.07,3.65,50.01,0.98
1360,219.12,3.62,50.03,0.97
1380,219.62,3.42,50.10,0.98
1400,220.96,3.50,50.09,0.97
1420,219.21,3.46,50.08,0.97
1440,219.61,3.38,49.98,0.96
1460,219.12,3.40,49.97,0.97
1480,220.54,3.36,49.96,0.97
1500,219.93,3.39,49.95,0.97
1520,220.71,3.35,49.99,0.97
1540,220.26,3.60,50.08,0.96
1560,220.97,3.61,50.01,0.96
1580,219.72,3.58,49.94,0.98
1600,219.74,3.41,50.08,0.96
1620,220.87,3.52,49.91,0.97
1640,219.59,3.37,50.04,0.97
1660,219.06,3.41,49.96,0.98
1680,219.81,3.43,50.02,0.97
1700,219.47,3.53,50.10,0.97
1720,220.00,3.48,49.99,0.97
1740,220.02,3.62,49.95,0.98
1760,219.78,3.51,50.05,0.96
1780,219.09,3.52,49.98,0.97
1800,220.00,3.39,50.10,0.96
1820,220.72,3.44,49.97,0.97
1840,219.04,3.48,50.08,0.97
1860,219.04,3.59,49.92,0.96
1880,220.13,3.54,50.08,0.97
1900,219.34,3.42,50.01,0.98
1920,219.79,3.63,49.95,0.97
1940,220.35,3.48,50.09,0.97
1960,219.20,3.57,49.97,0.97
1980,220.41,3.65,50.07,0.97
2000,220.42,3.35,49.92,0.97
2020,226.24,7.09,49.88,0.73
2040,210.65,0.86,50.13,0.77
2060,216.13,0.59,49.31,0.84
2080,208.40,2.43,49.80,0.70
2100,234.78,2.77,51.25,0.71
2120,233.06,4.96,50.81,0.75
2140,222.31,2.31,50.63,0.81
2160,226.65,3.79,48.72,0.70
2180,212.76,4.34,51.26,0.70
2200,218.77,0.33,50.01,0.72
2220,237.18,2.99,51.46,0.82
2240,216.08,-0.17,51.38,0.75
2260,214.65,5.52,50.98,0.77
2280,212.27,2.74,51.38,0.84
2300,215.92,6.90,48.83,0.80
2320,205.84,6.99,49.07,0.71
2340,202.49,0.40,50.80,0.79
2360,235.52,2.04,50.43,0.75
2380,238.50,0.03,48.51,0.75
2400,206.23,5.43,49.57,0.71
2420,215.55,3.31,48.96,0.78
2440,211.76,7.57,48.62,0.81
2460,217.53,4.95,50.65,0.82
2480,215.95,2.70,49.56,0.74
2500,226.27,2.27,50.21,0.78
2520,238.34,2.31,50.16,0.77
2540,228.26,5.33,48.88,0.76
2560,239.16,0.20,49.31,0.76
2580,200.96,6.12,49.14,0.82
2600,236.63,5.24,49.20,0.78
2620,212.84,6.05,50.15,0.80
2640,237.81,7.18,50.25,0.71
2660,217.33,5.48,51.01,0.83
2680,231.52,6.33,48.75,0.81
2700,232.51,5.65,51.01,0.78
2720,226.80,4.43,49.55,0.80
2740,210.97,1.90,51.19,0.78
2760,223.21,-0.13,50.58,0.76
2780,231.89,4.42,50.26,0.80
2800,234.69,3.58,50.68,0.85
2820,221.90,6.82,49.07,0.81
2840,206.39,2.17,49.35,0.83
2860,239.19,5.33,50.14,0.77
2880,229.61,2.28,51.10,0.81
2900,209.61,3.93,49.08,0.71
2920,214.89,2.51,51.29,0.70
2940,217.49,5.01,50.03,0.84
2960,227.04,6.44,51.18,0.84
2980,202.40,0.77,48.98,0.71
3000,215.47,4.52,49.89,0.72
3020,216.73,5.33,48.55,0.71
3040,218.71,-0.20,51.00,0.82
3060,221.14,1.67,51.46,0.84
3080,230.39,6.27,50.87,0.80
3100,210.39,0.40,51.46,0.71
3120,204.86,5.46,48.53,0.77
3140,232.51,6.05,50.64,0.78
3160,232.83,6.02,50.01,0.71
3180,217.89,-0.25,50.48,0.81
3200,238.11,3.88,49.03,0.76
3220,238.80,5.49,49.21,0.75
3240,229.55,3.26,49.72,0.77
3260,218.26,0.11,50.33,0.75
3280,217.48,3.99,50.59,0.78
3300,202.91,2.65,50.31,0.74
3320,222.79,-0.24,51.27,0.74
3340,205.33,5.29,48.47,0.82
3360,216.86,0.44,49.40,0.84
3380,202.24,3.15,48.53,0.75
3400,236.06,6.67,49.76,0.75
3420,225.47,0.75,50.94,0.82
3440,222.03,6.08,48.62,0.71
3460,227.10,2.46,49.05,0.84
3480,207.27,1.03,50.73,0.79
3500,215.71,0.15,50.86,0.76
3520,225.57,6.16,49.04,0.75
3540,237.66,0.10,50.23,0.73
3560,203.83,5.28,50.97,0.82
3580,231.76,1.85,49.57,0.74
3600,233.52,1.42,51.55,0.78
3620,224.90,7.28,50.64,0.73
3640,205.19,1.79,49.84,0.74
3660,214.93,0.57,49.57,0.76
3680,230.01,0.14,49.42,0.76
3700,212.83,0.13,49.25,0.82
3720,235.36,5.46,49.38,0.85
3740,218.06,5.91,50.46,0.79
3760,232.15,-0.54,49.44,0.77
3780,228.83,4.42,49.85,0.82
3800,225.85,1.36,49.94,0.84
3820,238.68,6.11,50.37,0.84
3840,202.31,1.20,50.54,0.77
3860,229.20,4.63,50.60,0.74
3880,212.45,6.68,51.24,0.76
3900,231.63,0.64,51.23,0.75
3920,233.40,6.72,49.52,0.84
3940,205.78,6.06,48.76,0.76
3960,208.42,5.80,51.37,0.80
3980,211.80,7.40,51.18,0.83
4000,204.40,0.15,49.48,0.70
4020,236.50,0.38,51.21,0.77
4040,201.98,6.29,50.36,0.81
4060,202.02,5.88,50.69,0.76
4080,238.53,2.64,49.90,0.85
4100,204.39,6.93,49.06,0.81
4120,240.06,5.79,50.81,0.83
4140,230.13,3.88,49.82,0.81
4160,224.45,7.02,49.24,0.82
4180,238.77,-0.45,49.31,0.78
4200,223.89,6.73,49.51,0.84
4220,225.68,4.39,49.61,0.79
4240,216.41,0.60,50.60,0.81
4260,224.18,3.88,51.27,0.78
4280,231.39,5.86,50.45,0.75
4300,208.14,7.33,50.40,0.72
4320,227.47,2.38,50.72,0.79
4340,201.43,3.77,50.28,0.75
4360,209.83,1.95,51.45,0.82
4380,206.86,0.85,48.93,0.71
4400,226.32,0.59,50.72,0.77
4420,239.95,0.85,49.90,0.83
4440,238.32,2.47,49.27,0.83
4460,223.88,3.55,49.19,0.77
4480,239.87,0.38,51.39,0.79
4500,212.56,2.55,51.15,0.79
4520,225.96,0.39,51.52,0.79
4540,229.49,2.16,48.63,0.76
4560,221.80,6.69,50.87,0.82
4580,219.56,3.26,51.13,0.75
4600,213.10,2.18,48.49,0.79
4620,211.23,1.15,51.02,0.81
4640,213.22,1.90,51.33,0.77
4660,218.32,5.17,51.05,0.71
4680,230.13,0.32,49.88,0.82
4700,230.02,4.68,49.61,0.83
4720,238.36,4.06,50.07,0.75
4740,220.81,5.51,49.47,0.76
4760,218.38,-0.43,48.81,0.76
4780,237.53,5.51,50.67,0.82
4800,236.25,5.36,48.85,0.74
4820,236.18,3.14,50.77,0.83
4840,207.66,0.97,48.53,0.82
4860,207.89,7.06,50.31,0.72
4880,227.84,-0.08,51.11,0.74
4900,202.14,-0.38,50.94,0.78
4920,213.60,4.50,51.29,0.78
4940,221.73,4.41,51.35,0.72
4960,225.33,2.66,50.74,0.81
4980,210.58,3.58,49.07,0.73
5000,219.63,4.75,50.75,0.75
5020,204.94,1.94,50.82,0.75
5040,230.10,6.35,50.69,0.79
5060,219.62,5.97,49.33,0.71
5080,206.25,6.61,49.44,0.70
5100,205.79,-0.15,50.68,0.72
5120,215.13,3.29,49.28,0.85
5140,211.96,0.47,51.25,0.80
5160,225.02,0.56,50.58,0.75
5180,239.57,1.47,50.72,0.71
5200,216.05,5.38,51.18,0.80
5220,213.03,4.34,49.04,0.73
5240,227.71,6.85,50.11,0.80
5260,204.03,0.33,51.42,0.79
5280,209.99,1.36,49.87,0.79
5300,219.32,3.72,49.00,0.75
5320,224.60,6.04,49.61,0.79
5340,219.09,1.66,50.24,0.81
5360,223.97,1.15,50.10,0.78
5380,200.58,5.67,51.39,0.77
5400,221.38,5.40,51.25,0.78
5420,213.60,7.04,50.23,0.72
5440,200.82,5.68,51.13,0.84
5460,224.28,3.50,49.42,0.72
5480,208.42,2.91,49.03,0.77
5500,209.06,3.13,50.57,0.84
5520,230.29,5.17,50.66,0.75
5540,206.42,7.26,49.61,0.79
5560,212.60,7.30,50.82,0.73
5580,231.16,2.77,49.15,0.84
5600,213.25,1.99,49.80,0.76
5620,206.70,5.03,51.39,0.75
5640,235.36,5.40,50.12,0.84
5660,234.68,4.78,50.61,0.72
5680,234.50,5.35,48.95,0.83
5700,236.99,6.92,51.07,0.74
5720,208.47,6.16,48.67,0.72
5740,228.45,1.12,49.83,0.79
5760,203.20,1.31,48.54,0.82
5780,216.24,2.96,50.37,0.71
5800,202.44,3.40,51.50,0.75
5820,238.66,0.12,50.88,0.84
5840,213.79,4.21,49.62,0.81
5860,229.85,6.35,51.11,0.78
5880,234.64,1.63,49.43,0.84
5900,208.53,1.80,48.90,0.84
5920,222.92,5.82,48.91,0.71
5940,222.67,4.83,49.88,0.71
5960,219.09,-0.14,49.62,0.78
5980,224.92,6.45,49.39,0.73
6000,207.12,0.49,49.57,0.81
6020,228.15,0.91,49.12,0.76
6040,215.59,3.90,48.55,0.81
6060,212.65,5.53,51.33,0.79
6080,222.92,2.34,50.63,0.72
6100,225.53,5.82,50.20,0.83
6120,205.45,2.32,50.70,0.82
6140,223.31,7.07,48.97,0.72
6160,220.19,3.08,49.08,0.72
6180,229.54,-0.25,50.36,0.73
6200,209.36,3.02,50.85,0.78
6220,236.55,0.40,50.59,0.80
6240,236.85,4.81,50.19,0.74
6260,208.22,6.85,50.85,0.83
6280,202.67,3.07,51.10,0.80
6300,234.95,2.65,51.13,0.71
6320,209.53,0.11,51.00,0.79
6340,231.84,2.60,50.05,0.83
6360,234.85,2.73,51.25,0.73
6380,240.18,6.12,49.28,0.72
6400,217.07,0.85,50.11,0.78
6420,215.55,-0.60,48.94,0.76
6440,236.79,0.64,50.92,0.83
6460,227.54,7.27,50.91,0.78
6480,211.64,7.39,51.42,0.71
6500,236.47,0.62,49.68,0.72
6520,219.23,3.19,48.84,0.74
6540,237.98,7.11,49.46,0.83
6560,204.36,-0.20,50.79,0.85
6580,237.64,7.36,50.09,0.79
6600,230.03,3.86,50.69,0.79
6620,237.07,3.74,48.80,0.79
6640,230.26,0.61,49.90,0.75
6660,223.92,5.96,51.06,0.78
6680,234.26,0.94,48.90,0.83
6700,212.33,2.17,49.59,0.79
6720,201.22,5.38,51.42,0.80
6740,229.80,6.91,49.17,0.73
6760,239.96,1.29,49.34,0.76
6780,221.40,2.80,49.70,0.70
6800,230.91,0.82,50.54,0.80
6820,216.19,0.53,49.10,0.72
6840,231.28,7.41,49.79,0.85
6860,236.94,5.63,48.87,0.70
6880,221.69,7.18,50.54,0.75
6900,220.15,4.64,50.72,0.76
6920,217.99,0.80,48.66,0.81
6940,229.98,4.26,49.15,0.72
6960,202.46,3.37,49.81,0.73
6980,221.73,3.69,50.29,0.85
7000,231.60,3.19,51.45,0.74
7020,207.04,0.28,49.69,0.82
7040,235.92,3.77,50.98,0.80
7060,217.26,7.54,50.22,0.85
7080,231.96,5.23,49.39,0.76
7100,219.73,7.16,49.29,0.83
7120,205.07,2.95,48.78,0.81
7140,235.48,6.30,50.15,0.76
7160,208.20,-0.48,51.05,0.74
7180,223.88,4.43,49.85,0.77
7200,237.82,5.53,50.53,0.80
7220,211.80,7.15,48.50,0.82
7240,217.42,4.35,48.70,0.82
7260,227.31,3.48,48.73,0.71
7280,235.04,-0.25,49.47,0.70
7300,229.15,4.81,48.59,0.83
7320,239.09,4.79,50.98,0.81
7340,213.45,1.04,48.59,0.78
7360,231.64,1.20,51.44,0.81
7380,238.11,-0.37,49.59,0.76
7400,205.96,4.57,49.46,0.73
7420,221.89,-0.27,51.43,0.73
7440,218.08,7.08,49.40,0.72
7460,204.82,0.82,48.94,0.83
7480,227.93,2.57,48.79,0.81
7500,217.89,2.20,48.81,0.79
7520,208.10,-0.23,49.72,0.81
7540,216.78,0.95,50.24,0.74
7560,238.05,6.08,49.34,0.77
7580,211.31,2.98,48.66,0.72
7600,230.54,3.01,51.06,0.74
7620,228.00,0.19,50.85,0.72
7640,211.29,5.53,49.87,0.72
7660,238.01,4.16,48.99,0.82
7680,219.17,6.13,49.02,0.72
7700,202.72,6.68,49.25,0.83
7720,206.17,0.74,51.13,0.76
