timestamp,voltage,current_amps,frequency,power_factor
0,220.69,3.56,50.07,0.98
20,219.11,3.60,49.97,0.98
40,220.30,3.39,50.08,0.96
60,219.23,3.63,50.04,0.98
80,219.65,3.52,49.97,0.97
100,219.64,3.48,49.94,0.97
120,220.58,3.61,50.07,0.98
140,219.18,3.47,49.94,0.97
160,219.16,3.64,49.95,0.97
180,220.19,3.66,49.94,0.98
200,220.91,3.62,50.07,0.97
220,220.93,3.56,49.95,0.96
240,219.94,3.65,50.06,0.97
260,220.75,3.34,49.92,0.97
280,220.34,3.40,50.05,0.97
300,220.26,3.46,49.99,0.97
320,219.74,3.36,49.98,0.96
340,220.27,3.65,50.00,0.96
360,220.70,3.52,50.06,0.97
380,219.53,3.48,49.94,0.97
400,219.95,3.52,50.06,0.97
420,220.04,3.43,50.04,0.97
440,219.92,3.65,49.92,0.98
460,219.28,3.32,50.06,0.97
480,219.23,3.64,49.90,0.97
500,220.98,3.48,50.01,0.97
520,219.48,3.48,50.04,0.97
540,220.81,3.48,49.91,0.98
560,220.89,3.52,49.92,0.97
580,219.12,3.33,49.95,0.96
600,219.08,3.35,50.10,0.97
620,219.49,3.52,49.97,0.97
640,219.85,3.38,49.91,0.98
660,220.78,3.62,50.01,0.97
680,220.37,3.53,49.95,0.98
700,219.56,3.63,50.06,0.96
720,220.97,3.64,50.00,0.96
740,220.41,3.32,50.07,0.96
760,219.89,3.47,49.96,0.97
780,220.63,3.39,50.08,0.96
800,219.12,3.53,50.01,0.97
820,220.27,3.48,49.90,0.96
840,219.88,3.35,49.91,0.97
860,219.74,3.38,50.08,0.97
880,219.40,3.67,49.95,0.97
900,219.42,3.63,50.09,0.96
920,220.13,3.48,50.03,0.98
940,219.11,3.33,49.94,0.97
960,219.32,3.41,50.04,0.97
980,220.23,3.65,50.07,0.96
1000,220.00,3.54,50.02,0.97
1020,220.24,3.56,50.06,0.97
1040,220.09,3.41,50.00,0.98
1060,220.77,3.63,50.05,0.97
1080,220.64,3.38,49.93,0.97
1100,220.15,3.47,50.08,0.98
1120,219.67,3.66,50.06,0.97
1140,220.84,3.34,49.92,0.97
1160,220.17,3.55,50.01,0.97
1180,220.60,3.69,50.07,0.98
1200,220.39,3.68,50.01,0.98
1220,219.04,3.44,49.96,0.97
1240,220.00,3.63,50.10,0.98
1260,220.20,3.47,49.95,0.96
1280,219.24,3.51,50.01,0.97
1300,219.86,3.34,49.99,0.97
1320,220.70,3.58,50.08,0.96
1340,220.09,3.55,50.09,0.96
1360,220.33,3.54,50.07,0.97
1380,220.79,3.63,50.08,0.97
1400,220.14,3.34,50.02,0.98
1420,219.55,3.55,50.04,0.96
1440,220.71,3.63,50.01,0.97
1460,220.43,3.48,50.03,0.96
1480,219.40,3.42,49.97,0.97
1500,219.92,3.70,49.92,0.98
1520,220.51,3.49,50.06,0.96
1540,220.53,3.58,50.06,0.97
1560,220.01,3.59,50.01,0.97
1580,219.75,3.64,50.08,0.97
1600,219.80,3.49,49.98,0.97
1620,219.64,3.56,50.06,0.97
1640,219.11,3.63,50.09,0.96
1660,219.49,3.36,50.03,0.97
1680,220.46,3.60,50.08,0.97
1700,219.55,3.45,50.05,0.96
1720,220.12,3.55,49.95,0.97
1740,220.16,3.35,49.92,0.98
1760,219.16,3.58,49.98,0.96
1780,219.07,3.31,50.07,0.98
1800,219.06,3.40,50.07,0.97
1820,219.77,3.60,50.03,0.97
1840,220.68,3.62,49.95,0.97
