timestamp,voltage,current_amps,frequency,power_factor
0,220.54,3.33,50.03,0.98
20,220.54,3.47,49.93,0.97
40,219.99,3.39,50.09,0.96
60,220.94,3.50,49.95,0.98
80,219.24,3.52,49.91,0.97
100,219.64,3.49,50.00,0.96
120,220.26,3.69,49.95,0.98
140,219.81,3.44,50.06,0.97
160,219.66,3.42,50.08,0.96
180,220.71,3.48,50.02,0.98
200,219.07,3.42,49.98,0.98
220,220.31,3.65,49.94,0.97
240,220.62,3.33,50.09,0.98
260,220.29,3.65,50.02,0.98
280,220.78,3.61,49.99,0.97
300,219.53,3.50,50.01,0.97
320,219.91,3.42,49.98,0.98
340,220.92,3.54,49.92,0.97
360,220.52,3.64,50.08,0.96
380,219.45,3.61,50.07,0.96
400,219.33,3.42,49.95,0.97
420,219.06,3.44,50.05,0.98
440,219.58,3.61,50.04,0.96
460,220.99,3.68,49.91,0.97
480,220.60,3.34,50.10,0.97
500,219.68,3.60,50.03,0.98
520,219.16,3.38,50.07,0.97
540,219.73,3.38,50.07,0.98
560,219.72,3.32,49.91,0.96
580,219.80,3.67,50.06,0.98
600,219.03,3.66,49.91,0.98
620,220.10,3.42,49.94,0.98
640,220.03,3.34,50.01,0.97
660,219.96,3.50,50.05,0.96
680,220.75,3.49,49.91,0.97
700,219.23,3.42,49.90,0.97
720,219.87,3.45,49.94,0.97
740,220.30,3.52,50.05,0.96
760,220.83,3.37,50.01,0.96
780,220.92,3.46,49.96,0.98
800,220.88,3.63,50.08,0.97
820,220.56,3.57,50.07,0.97
840,219.85,3.50,49.93,0.97
860,220.28,3.45,49.93,0.97
880,219.20,3.43,50.01,0.97
900,220.46,3.37,49.96,0.98
920,220.82,3.63,49.94,0.97
940,219.82,3.33,49.94,0.97
960,219.18,3.54,49.97,0.96
980,220.11,3.64,50.06,0.97
1000,220.89,3.65,49.99,0.96
1020,220.26,3.55,49.93,0.98
1040,219.80,3.38,49.98,0.97
1060,220.52,3.56,49.95,0.98
1080,220.36,3.45,50.06,0.97
1100,220.22,3.62,50.01,0.96
