timestamp,voltage,current_amps,frequency,power_factor
0,219.94,3.39,49.93,0.97
20,220.82,3.44,50.01,0.98
40,220.40,3.52,49.95,0.98
60,220.07,3.34,50.10,0.97
80,220.40,3.67,49.98,0.96
100,220.26,3.60,49.98,0.98
120,219.54,3.37,50.02,0.98
140,219.09,3.55,49.96,0.96
160,219.39,3.67,50.01,0.97
180,220.40,3.46,49.96,0.98
200,220.35,3.32,49.93,0.96
220,220.72,3.67,49.96,0.96
240,220.08,3.43,50.09,0.97
260,219.24,3.39,49.99,0.97
280,219.54,3.38,50.07,0.97
300,219.40,3.50,50.07,0.97
320,220.05,3.68,50.00,0.97
340,219.30,3.37,50.09,0.98
360,220.61,3.69,49.96,0.96
380,219.10,3.58,49.93,0.97
400,220.16,3.70,50.09,0.96
420,219.55,3.43,49.97,0.97
440,220.79,3.32,50.03,0.97
460,219.41,3.39,50.10,0.96
480,219.07,3.42,50.05,0.97
500,219.53,3.65,50.03,0.97
520,220.65,3.55,49.99,0.98
540,220.79,3.69,49.98,0.96
560,220.98,3.44,50.08,0.97
580,220.98,3.58,49.98,0.97
600,219.26,3.69,50.04,0.98
620,219.57,3.47,49.94,0.97
640,219.51,3.53,50.06,0.96
660,220.03,3.58,50.06,0.96
680,220.13,3.47,50.00,0.97
700,220.67,3.69,50.07,0.97
720,219.08,3.42,49.92,0.96
740,220.98,3.61,49.97,0.98
760,220.62,3.34,49.91,0.97
780,220.36,3.58,50.02,0.97
800,220.69,3.32,49.91,0.97
820,220.95,3.65,50.04,0.96
840,220.68,3.63,49.98,0.98
860,219.07,3.64,49.96,0.97
880,220.51,3.64,49.98,0.98
900,219.57,3.55,49.97,0.98
920,220.99,3.61,49.96,0.96
940,219.90,3.51,49.95,0.96
960,220.10,3.40,49.94,0.97
980,219.02,3.50,50.05,0.98
1000,219.91,3.54,49.94,0.96
1020,220.29,3.55,50.06,0.96
1040,220.75,3.50,50.07,0.97
1060,220.78,3.34,49.97,0.97
1080,219.15,3.69,50.01,0.97
1100,220.98,3.64,50.00,0.97
1120,220.02,3.54,50.02,0.97
1140,219.98,3.46,50.07,0.98
1160,219.40,3.49,49.91,0.97
1180,219.47,3.41,49.93,0.97
1200,220.49,3.51,50.01,0.98
1220,219.68,3.47,50.06,0.97
1240,220.15,3.49,49.98,0.98
1260,220.57,3.45,49.95,0.97
1280,220.77,3.64,49.99,0.98
1300,220.17,3.61,49.99,0.97
1320,219.16,3.69,50.05,0.98
1340,220.66,3.49,49.97,0.96
1360,220.26,3.60,50.01,0.96
1380,219.52,3.58,50.06,0.97
1400,220.51,3.63,50.08,0.97
1420,219.63,3.42,50.04,0.96
1440,219.81,3.45,49.96,0.97
1460,220.22,3.36,50.03,0.97
1480,219.93,3.67,50.03,0.97
1500,220.01,3.65,50.03,0.96
1520,219.65,3.55,50.08,0.97
1540,220.60,3.33,49.96,0.96
1560,219.57,3.63,49.93,0.98
1580,219.87,3.69,50.03,0.97
1600,219.41,3.46,50.00,0.97
1620,219.43,3.44,49.94,0.96
1640,219.86,3.53,50.09,0.97
1660,220.68,3.35,50.06,0.97
1680,220.90,3.58,49.94,0.97
1700,220.98,3.53,50.03,0.97
1720,219.56,3.67,49.99,0.98
1740,219.38,3.70,49.97,0.96
1760,219.50,3.65,49.91,0.96
1780,219.88,3.53,50.03,0.96
1800,219.61,3.42,49.96,0.97
1820,219.88,3.38,50.07,0.97
1840,219.10,3.39,49.99,0.97
1860,219.07,3.36,49.97,0.98
1880,219.92,3.64,50.02,0.96
1900,219.91,3.67,49.91,0.97
1920,220.36,3.48,49.97,0.96
1940,219.84,3.66,50.02,0.97
1960,220.70,3.63,50.01,0.98
1980,219.89,3.58,50.04,0.96
2000,220.92,3.67,49.90,0.97
2020,219.64,1.65,49.84,0.76
2040,232.39,2.85,48.73,0.83
2060,237.67,2.16,49.79,0.76
2080,239.27,3.26,49.29,0.85
2100,204.34,5.18,49.38,0.75
2120,222.84,1.96,48.68,0.72
2140,226.66,2.92,50.26,0.84
2160,207.71,7.00,48.83,0.78
2180,232.73,3.20,50.08,0.82
2200,206.41,3.05,50.10,0.78
2220,213.33,4.56,51.17,0.83
2240,220.18,7.11,48.64,0.78
2260,233.03,4.18,49.94,0.72
2280,229.10,3.62,49.31,0.70
2300,213.35,1.04,51.32,0.73
2320,238.11,-0.09,48.51,0.70
2340,223.98,5.95,49.31,0.71
2360,232.62,4.51,50.07,0.71
2380,216.89,6.63,51.55,0.80
2400,228.93,2.37,48.82,0.70
2420,234.65,6.97,51.39,0.71
2440,232.40,5.14,50.22,0.72
2460,209.15,3.91,49.62,0.77
