timestamp,voltage,current_amps,frequency,power_factor
0,220.29,3.30,50.00,0.96
20,220.35,3.68,49.90,0.97
40,219.56,3.40,49.98,0.96
60,219.48,3.43,50.01,0.98
80,219.27,3.32,49.95,0.97
100,220.83,3.54,49.97,0.98
120,219.54,3.55,50.06,0.97
140,220.92,3.48,49.95,0.97
160,219.60,3.66,50.10,0.97
180,220.79,3.51,50.07,0.98
200,220.20,3.37,49.92,0.98
220,219.71,3.52,49.99,0.96
240,219.50,3.61,50.08,0.97
260,220.82,3.67,50.03,0.98
280,219.42,3.56,50.00,0.98
300,219.84,3.52,49.95,0.98
320,220.82,3.32,50.00,0.97
340,219.71,3.39,50.07,0.97
360,219.71,3.58,49.95,0.97
380,219.75,3.32,49.92,0.97
400,220.41,3.40,50.01,0.97
420,219.01,3.37,50.08,0.98
440,219.44,3.40,50.08,0.96
460,219.73,3.58,50.09,0.96
480,219.70,3.34,49.92,0.96
500,219.41,3.63,50.03,0.98
520,219.45,3.60,49.98,0.96
540,220.04,3.66,50.05,0.97
560,219.58,3.50,49.96,0.96
580,219.19,3.34,50.08,0.97
600,220.60,3.58,50.06,0.98
620,220.56,3.67,50.04,0.98
640,220.98,3.55,50.04,0.96
660,220.59,3.54,49.96,0.98
680,220.94,3.34,50.05,0.98
700,219.72,3.68,49.98,0.96
720,219.60,3.40,50.07,0.97
740,220.93,3.65,49.92,0.97
760,220.75,3.43,49.96,0.97
780,220.56,3.56,50.05,0.97
800,220.26,3.43,50.04,0.97
820,219.18,3.34,50.01,0.98
840,220.92,3.33,50.07,0.96
860,219.18,3.41,49.99,0.97
880,220.00,3.65,49.96,0.98
900,220.61,3.35,49.98,0.96
920,219.34,3.65,49.95,0.96
940,219.07,3.50,49.91,0.98
960,219.85,3.44,49.94,0.98
980,220.77,3.47,49.93,0.96
1000,219.57,3.64,49.91,0.96
1020,219.13,3.31,49.94,0.97
1040,219.43,3.38,50.05,0.96
1060,220.75,3.63,50.06,0.96
1080,219.51,3.33,49.91,0.96
1100,219.77,3.33,50.04,0.98
1120,219.41,3.37,50.02,0.98
1140,219.39,3.60,50.01,0.96
1160,220.79,3.59,50.02,0.97
1180,219.10,3.56,50.10,0.97
1200,220.64,3.70,50.01,0.97
1220,220.82,3.32,49.94,0.97
1240,219.79,3.33,49.99,0.97
1260,220.98,3.33,49.99,0.96
1280,220.37,3.33,50.00,0.97
1300,219.74,3.57,50.02,0.96
1320,220.93,3.43,50.09,0.96
1340,219.65,3.43,50.00,0.97
1360,220.19,3.46,49.94,0.97
1380,219.56,3.63,50.09,0.97
1400,220.16,3.60,49.98,0.97
1420,220.70,3.59,49.98,0.97
1440,219.13,3.67,50.02,0.98
1460,220.29,3.41,49.91,0.97
1480,220.40,3.33,50.07,0.96
1500,220.18,3.57,49.98,0.97
1520,220.15,3.62,50.01,0.96
1540,220.92,3.58,49.98,0.97
1560,220.12,3.43,50.08,0.96
1580,219.79,3.35,49.92,0.97
1600,220.01,3.48,50.06,0.96
1620,220.96,3.68,49.98,0.96
1640,219.07,3.45,50.05,0.96
1660,219.63,3.56,49.92,0.98
1680,219.38,3.45,49.96,0.97
1700,219.68,3.64,49.97,0.96
1720,220.50,3.38,50.07,0.98
1740,219.58,3.64,49.97,0.97
1760,220.03,3.59,49.98,0.98
1780,220.00,3.52,50.09,0.96
1800,219.59,3.59,50.04,0.97
1820,220.44,3.62,50.02,0.98
1840,219.22,3.57,49.95,0.97
1860,219.53,3.64,50.05,0.98
1880,220.13,3.55,50.01,0.97
1900,220.53,3.38,50.03,0.97
1920,220.99,3.35,49.90,0.97
1940,220.65,3.46,49.99,0.96
1960,219.40,3.70,50.00,0.96
1980,220.33,3.36,49.93,0.97
2000,220.65,3.31,50.07,0.97
2020,220.87,3.58,49.98,0.96
2040,219.02,3.59,50.03,0.97
2060,220.81,3.47,49.99,0.97
2080,220.54,3.37,49.96,0.97
2100,219.32,3.68,50.03,0.97
2120,219.27,3.60,50.10,0.97
2140,219.87,3.59,50.07,0.96
2160,220.93,3.49,50.02,0.98
2180,220.45,3.58,49.95,0.97
2200,219.76,3.60,49.96,0.96
2220,220.61,3.63,50.02,0.98
2240,219.65,3.65,50.08,0.97
2260,220.30,3.32,50.00,0.97
2280,220.80,3.64,50.00,0.98
2300,220.30,3.53,50.09,0.97
2320,220.75,3.67,50.01,0.97
2340,219.02,3.31,49.96,0.97
2360,220.69,3.66,49.92,0.97
2380,220.73,3.69,50.01,0.97
2400,220.84,3.68,50.06,0.97
2420,219.73,3.35,49.91,0.96
2440,219.80,3.58,50.03,0.96
2460,220.89,3.53,50.07,0.96
2480,220.83,3.51,50.09,0.97
2500,220.01,3.31,49.94,0.97
2520,219.65,3.42,49.96,0.96
2540,219.98,3.45,50.05,0.97
2560,220.26,3.56,49.96,0.97
2580,220.07,3.69,49.96,0.97
2600,220.64,3.52,50.05,0.96
2620,219.71,3.66,49.91,0.97
2640,219.28,3.34,49.98,0.96
2660,220.30,3.61,49.90,0.96
2680,220.32,3.58,50.02,0.97
2700,219.54,3.53,50.02,0.97
2720,219.52,3.51,50.05,0.97
2740,219.69,3.31,50.09,0.96
2760,219.81,3.57,49.96,0.97
2780,220.20,3.50,49.94,0.96
2800,219.81,3.65,49.96,0.97
2820,219.85,3.47,50.01,0.97
2840,219.74,3.43,49.91,0.96
2860,220.02,3.49,49.94,0.97
2880,220.28,3.49,49.93,0.96
2900,220.10,3.68,49.99,0.97
2920,219.49,3.59,49.98,0.96
2940,220.83,3.61,50.03,0.97
2960,220.42,3.32,49.93,0.96
2980,220.66,3.40,50.05,0.96
3000,220.23,3.59,50.07,0.97
3020,219.50,3.39,49.93,0.96
3040,219.99,3.62,49.92,0.97
3060,220.31,3.62,50.05,0.97
3080,219.52,3.66,49.91,0.96
3100,219.70,3.43,49.99,0.96
3120,219.27,3.56,50.06,0.97
3140,220.16,3.32,50.02,0.96
3160,219.86,3.33,49.98,0.96
3180,219.47,3.66,50.03,0.97
3200,220.63,3.55,50.07,0.97
3220,219.05,3.34,49.94,0.96
3240,220.82,3.32,50.03,0.97
3260,219.64,3.63,50.05,0.98
3280,219.98,3.33,50.01,0.98
3300,219.24,3.38,49.96,0.98
3320,219.19,3.32,49.94,0.97
3340,219.60,3.33,49.96,0.97
3360,219.64,3.53,50.03,0.98
3380,219.54,3.49,50.01,0.98
3400,220.10,3.52,49.95,0.98
3420,219.80,3.66,50.07,0.96
3440,220.02,3.59,49.98,0.97
3460,219.04,3.31,50.04,0.96
3480,220.47,3.52,49.93,0.97
3500,220.80,3.43,50.05,0.98
3520,220.66,3.53,49.99,0.98
3540,220.15,3.35,50.04,0.97
3560,219.14,3.30,49.91,0.97
3580,220.95,3.32,49.95,0.98
3600,220.90,3.42,49.92,0.97
3620,219.89,3.63,49.97,0.98
3640,219.30,3.57,50.02,0.98
3660,220.93,3.61,49.96,0.98
3680,219.78,3.33,49.98,0.97
3700,219.34,3.64,50.01,0.97
3720,220.71,3.44,50.06,0.97
