timestamp,voltage,current_amps,frequency,power_factor
0,220.85,3.53,50.05,0.97
20,219.65,3.53,49.90,0.97
40,219.43,3.58,50.01,0.97
60,220.07,3.35,50.05,0.97
80,219.63,3.70,50.08,0.97
100,220.56,3.62,49.96,0.96
120,220.48,3.63,50.01,0.98
140,219.44,3.48,49.92,0.97
160,219.89,3.42,49.99,0.98
180,219.74,3.67,50.05,0.96
200,219.82,3.60,49.99,0.97
220,220.07,3.48,49.95,0.98
240,219.36,3.58,50.08,0.96
260,220.72,3.69,49.97,0.97
280,219.40,3.36,50.07,0.97
300,219.49,3.54,49.97,0.98
320,220.24,3.51,50.05,0.97
340,219.11,3.37,50.01,0.97
360,220.61,3.43,49.93,0.96
380,220.47,3.44,49.91,0.97
400,219.33,3.53,50.03,0.96
420,219.83,3.41,50.05,0.96
440,220.42,3.32,50.04,0.98
460,219.54,3.36,49.98,0.97
480,219.01,3.32,49.93,0.98
500,219.44,3.55,50.00,0.98
520,219.73,3.46,50.06,0.97
540,220.36,3.65,49.97,0.98
560,219.38,3.32,49.91,0.98
580,220.92,3.66,49.91,0.98
600,219.96,3.31,50.07,0.97
620,220.82,3.66,49.96,0.97
640,219.77,3.56,49.93,0.96
660,220.69,3.32,50.06,0.96
680,219.10,3.55,50.00,0.96
700,219.74,3.61,50.06,0.97
720,220.10,3.65,49.98,0.96
740,219.29,3.33,49.97,0.98
760,220.61,3.39,50.09,0.96
780,220.83,3.54,49.91,0.97
800,219.61,3.31,50.06,0.97
820,220.42,3.64,49.94,0.98
840,220.21,3.38,50.07,0.97
860,219.15,3.37,49.98,0.97
880,220.01,3.47,50.03,0.96
900,219.02,3.30,50.07,0.96
920,219.14,3.37,50.02,0.98
940,220.89,3.35,50.09,0.98
960,219.84,3.50,50.09,0.98
980,219.78,3.33,50.01,0.97
1000,219.99,3.41,49.99,0.98
1020,219.48,3.48,50.07,0.97
1040,219.40,3.45,50.09,0.97
1060,219.79,3.46,50.02,0.98
1080,219.76,3.43,50.07,0.96
1100,219.70,3.32,50.09,0.97
1120,219.98,3.67,49.90,0.98
1140,219.82,3.59,49.96,0.97
1160,220.96,3.70,50.04,0.96
1180,220.17,3.68,50.08,0.97
1200,219.70,3.47,50.02,0.96
1220,219.78,3.47,49.91,0.98
1240,220.32,3.50,49.90,0.97
1260,220.50,3.52,50.01,0.97
1280,220.10,3.56,49.96,0.97
1300,220.01,3.42,49.92,0.96
1320,220.42,3.41,49.96,0.96
1340,219.67,3.44,49.91,0.96
1360,219.41,3.31,49.90,0.98
1380,220.15,3.48,49.99,0.98
1400,220.18,3.63,49.92,0.97
1420,220.90,3.47,50.00,0.97
1440,219.49,3.50,50.10,0.97
1460,220.30,3.60,49.92,0.98
1480,220.59,3.35,49.95,0.98
1500,220.98,3.40,50.00,0.97
1520,220.21,3.31,49.92,0.97
1540,220.38,3.41,50.06,0.97
1560,219.20,3.33,50.03,0.97
1580,220.44,3.66,49.93,0.97
1600,219.90,3.49,50.00,0.97
1620,219.80,3.33,49.93,0.97
1640,220.62,3.38,50.00,0.97
1660,220.60,3.47,49.94,0.98
1680,220.06,3.42,49.98,0.96
