timestamp,voltage,current_amps,frequency,power_factor
0,220.46,3.32,50.05,0.97
20,219.82,3.36,49.90,0.97
40,220.25,3.58,49.90,0.98
60,219.31,3.67,49.97,0.98
80,220.30,3.45,50.07,0.96
100,220.98,3.53,50.03,0.97
120,220.18,3.65,49.99,0.97
140,220.34,3.37,50.06,0.97
160,219.06,3.41,50.05,0.98
180,220.74,3.68,49.91,0.97
200,220.49,3.53,49.93,0.97
220,220.15,3.66,50.05,0.98
240,219.61,3.57,50.05,0.97
260,219.98,3.41,50.01,0.97
280,220.70,3.59,49.96,0.98
300,220.60,3.42,50.01,0.97
320,220.36,3.50,50.10,0.96
340,220.53,3.34,50.04,0.97
360,220.53,3.54,50.01,0.98
380,220.47,3.34,49.98,0.96
400,219.11,3.43,50.07,0.97
420,220.10,3.55,49.92,0.97
440,219.65,3.54,50.10,0.96
460,219.57,3.63,50.00,0.97
480,219.71,3.68,50.01,0.96
500,220.23,3.50,49.95,0.96
520,219.46,3.31,49.95,0.98
540,219.56,3.35,50.10,0.97
560,219.55,3.33,50.07,0.98
580,219.41,3.41,49.90,0.96
600,220.36,3.51,50.08,0.96
620,220.51,3.44,50.10,0.97
640,220.31,3.34,50.01,0.98
660,220.33,3.64,50.03,0.97
680,220.01,3.67,50.00,0.97
700,219.92,3.49,49.90,0.96
720,220.73,3.55,50.08,0.98
740,220.52,3.39,49.90,0.98
760,219.94,3.69,50.05,0.98
780,220.08,3.43,49.94,0.97
800,219.82,3.41,50.05,0.96
820,220.96,3.66,49.91,0.98
840,220.04,3.46,49.92,0.97
860,219.47,3.66,50.01,0.96
880,220.48,3.58,49.94,0.97
900,220.12,3.60,50.03,0.96
920,220.80,3.39,50.04,0.96
940,220.11,3.68,49.93,0.97
960,220.44,3.55,50.05,0.96
980,220.82,3.65,50.01,0.96
1000,220.99,3.67,50.08,0.97
1020,220.07,3.48,49.92,0.97
1040,219.86,3.64,49.99,0.96
1060,219.43,3.57,49.93,0.97
1080,219.73,3.56,49.95,0.97
1100,219.75,3.49,49.92,0.96
1120,219.60,3.38,49.93,0.96
1140,220.95,3.40,49.92,0.98
1160,220.52,3.57,49.90,0.96
1180,219.83,3.36,50.06,0.97
1200,219.59,3.58,50.02,0.98
1220,220.55,3.64,50.03,0.97
1240,219.61,3.42,50.01,0.98
1260,219.10,3.45,50.07,0.98
1280,220.78,3.70,49.92,0.98
1300,219.06,3.51,50.07,0.97
1320,220.75,3.32,50.08,0.96
1340,220.30,3.45,49.99,0.97
1360,220.72,3.38,50.01,0.97
1380,220.65,3.56,50.09,0.97
1400,220.76,3.42,49.95,0.97
1420,219.46,3.60,49.99,0.96
1440,220.56,3.67,49.97,0.96
1460,219.30,3.39,49.90,0.97
1480,219.83,3.47,49.92,0.97
1500,220.63,3.37,49.97,0.97
1520,219.34,3.43,49.91,0.97
1540,220.96,3.55,50.02,0.97
1560,219.72,3.33,50.00,0.97
1580,219.02,3.57,50.06,0.96
1600,219.60,3.32,49.96,0.97
1620,219.64,3.69,49.93,0.97
1640,219.72,3.63,49.98,0.96
1660,219.72,3.60,50.10,0.97
1680,219.68,3.35,49.92,0.97
1700,220.17,3.31,49.96,0.97
1720,220.35,3.64,50.00,0.98
1740,219.91,3.44,50.00,0.97
1760,220.99,3.66,50.03,0.96
1780,220.76,3.34,49.96,0.97
1800,220.70,3.42,49.95,0.97
1820,219.14,3.60,49.95,0.97
1840,220.45,3.65,49.94,0.98
1860,220.91,3.50,49.93,0.97
1880,219.15,3.57,50.04,0.96
1900,220.06,3.65,50.03,0.97
1920,219.10,3.33,49.94,0.97
1940,219.80,3.32,49.96,0.96
1960,220.73,3.49,50.08,0.98
1980,220.70,3.68,49.93,0.96
2000,219.12,3.53,50.02,0.97
2020,218.49,0.27,50.29,0.77
2040,233.98,4.81,49.26,0.77
2060,237.97,3.82,50.53,0.80
2080,234.81,0.52,49.90,0.74
2100,234.65,6.37,50.54,0.79
2120,233.29,6.99,50.07,0.80
2140,232.64,5.67,51.17,0.72
2160,240.81,5.83,51.19,0.79
2180,202.83,3.82,51.00,0.81
2200,204.74,2.29,50.23,0.71
2220,209.44,4.63,50.20,0.80
2240,210.14,3.18,49.60,0.83
2260,201.91,3.61,50.85,0.84
2280,238.68,2.85,50.95,0.79
2300,202.51,7.61,50.00,0.79
2320,213.95,-0.57,51.54,0.81
2340,232.02,6.44,50.88,0.77
2360,231.75,3.99,49.02,0.77
2380,238.10,3.15,49.86,0.82
2400,213.57,3.78,51.13,0.72
2420,222.01,3.62,50.05,0.80
2440,200.78,3.21,51.16,0.77
2460,216.53,1.74,50.57,0.75
2480,227.55,3.35,48.90,0.76
2500,212.49,3.32,50.13,0.82
2520,230.93,6.60,50.50,0.73
2540,214.10,5.43,48.98,0.76
2560,214.70,5.92,49.25,0.80
2580,229.90,2.10,48.71,0.78
2600,206.72,2.72,50.62,0.74
2620,203.88,3.18,50.79,0.72
2640,226.34,0.68,51.00,0.74
2660,201.77,6.26,50.90,0.71
2680,236.24,0.90,51.05,0.78
2700,220.79,0.46,48.94,0.78
2720,227.77,4.24,51.16,0.72
2740,205.21,7.18,49.20,0.83
2760,214.56,-0.25,49.55,0.81
2780,205.14,2.80,50.74,0.71
2800,211.11,4.94,49.37,0.79
2820,219.87,3.20,50.64,0.83
2840,225.57,6.87,50.34,0.71
2860,221.76,3.06,48.81,0.70
2880,239.04,3.11,50.80,0.84
2900,202.30,4.37,48.62,0.74
2920,232.03,3.38,49.96,0.77
2940,223.45,7.25,48.95,0.76
2960,207.14,6.11,49.58,0.77
2980,213.23,3.01,49.55,0.82
3000,204.40,3.52,50.97,0.77
3020,216.96,7.45,49.98,0.81
3040,230.02,6.44,49.54,0.79
3060,212.73,5.47,50.30,0.79
3080,205.91,3.82,49.59,0.78
3100,207.18,5.76,51.13,0.82
3120,210.04,1.58,49.19,0.78
3140,208.17,0.79,51.31,0.77
3160,237.55,0.99,50.79,0.84
3180,213.51,7.28,50.38,0.84
3200,202.73,5.95,48.85,0.73
3220,206.85,6.60,50.75,0.76
3240,205.77,0.60,50.39,0.75
3260,219.20,4.96,50.15,0.75
3280,238.81,3.48,51.39,0.82
3300,208.79,7.46,50.63,0.76
3320,203.44,3.35,50.05,0.81
3340,228.17,1.58,49.12,0.76
3360,239.23,2.36,49.14,0.85
3380,202.59,6.01,49.92,0.73
3400,238.48,2.87,49.92,0.84
3420,223.46,6.55,51.18,0.83
3440,206.33,0.71,51.10,0.83
3460,218.56,3.55,49.32,0.78
3480,237.02,4.06,51.34,0.81
3500,201.34,4.52,48.73,0.80
3520,211.24,0.18,48.97,0.72
3540,212.47,2.03,50.30,0.82
3560,232.38,1.55,50.13,0.71
3580,215.00,5.25,49.83,0.75
3600,212.53,7.47,51.37,0.83
3620,236.50,5.37,49.08,0.77
3640,208.36,0.79,49.39,0.76
3660,201.74,-0.62,51.34,0.81
3680,239.34,0.01,48.69,0.83
3700,221.11,2.59,51.03,0.76
3720,226.28,6.05,49.55,0.79
3740,203.68,1.67,49.73,0.84
3760,236.63,2.42,49.51,0.75
3780,227.50,6.56,48.63,0.71
3800,210.97,1.55,51.32,0.72
3820,237.62,5.79,50.48,0.79
3840,210.28,7.37,50.37,0.83
3860,205.62,1.79,49.27,0.81
3880,236.27,1.00,49.42,0.81
3900,237.39,6.62,49.50,0.79
3920,212.90,6.70,51.44,0.78
3940,209.44,4.96,51.28,0.82
3960,238.81,3.18,48.88,0.81
3980,215.24,7.06,50.97,0.81
4000,215.16,3.62,48.41,0.73
4020,209.14,3.70,50.97,0.84
4040,233.76,6.69,50.81,0.83
4060,214.51,-0.28,49.77,0.78
4080,225.46,4.20,50.14,0.76
4100,236.16,7.31,50.34,0.74
4120,216.90,5.38,48.67,0.77
4140,235.28,0.15,50.23,0.76
4160,224.60,2.27,49.88,0.83
4180,207.71,3.35,50.67,0.82
4200,228.56,2.67,50.10,0.85
4220,203.61,-0.12,50.00,0.84
4240,230.06,3.08,49.92,0.73
4260,223.36,1.41,50.09,0.75
4280,229.98,3.34,49.62,0.76
4300,232.34,3.42,49.32,0.78
4320,220.77,5.30,48.67,0.71
4340,214.12,1.38,50.96,0.82
4360,229.52,2.88,49.96,0.75
4380,208.33,0.71,50.19,0.75
4400,237.65,0.89,50.84,0.80
4420,204.55,1.11,48.95,0.73
4440,221.02,5.87,49.26,0.75
4460,231.16,2.77,49.06,0.71
4480,220.72,1.10,49.60,0.80
4500,219.65,5.29,48.89,0.76
4520,207.22,5.31,51.16,0.71
4540,210.72,4.89,51.25,0.81
4560,221.97,4.23,49.77,0.70
4580,199.73,6.69,50.89,0.77
4600,229.69,5.62,50.90,0.78
4620,227.49,0.67,50.44,0.84
4640,207.22,1.93,48.90,0.81
4660,239.10,0.66,50.97,0.77
4680,223.18,4.88,49.72,0.76
4700,239.19,-0.24,49.54,0.74
4720,211.00,6.32,50.20,0.76
4740,213.10,5.83,48.86,0.73
4760,214.50,2.36,48.45,0.75
4780,235.14,3.60,49.67,0.79
4800,221.24,7.19,49.52,0.70
4820,235.01,6.05,51.35,0.84
4840,234.39,0.41,49.43,0.70
4860,205.40,6.08,50.73,0.84
4880,221.68,3.84,48.93,0.74
4900,211.86,5.42,49.30,0.78
4920,234.78,5.22,49.98,0.76
4940,229.00,3.59,49.72,0.71
4960,202.59,5.62,49.57,0.73
4980,237.93,0.75,50.34,0.71
5000,213.12,0.84,50.29,0.82
5020,238.70,6.59,50.66,0.76
5040,202.60,6.66,50.09,0.77
5060,207.64,5.68,49.09,0.77
5080,202.22,0.58,51.53,0.75
5100,209.30,4.26,50.84,0.79
5120,215.54,1.98,49.57,0.81
5140,219.65,2.76,51.07,0.85
5160,238.29,6.02,48.93,0.79
5180,203.75,-0.31,49.82,0.71
5200,237.68,5.92,50.96,0.85
5220,223.96,-0.35,48.75,0.77
5240,211.79,-0.21,49.01,0.83
5260,238.10,6.47,49.56,0.82
5280,202.39,5.07,51.26,0.70
5300,236.77,2.64,49.98,0.75
5320,203.48,5.49,48.76,0.85
5340,215.36,6.87,51.04,0.75
5360,236.31,2.85,50.81,0.71
5380,199.79,2.88,48.74,0.83
5400,223.27,3.19,49.72,0.74
5420,229.46,1.08,50.32,0.83
5440,234.51,0.96,49.07,0.80
5460,209.97,7.21,51.43,0.82
5480,202.32,5.87,49.87,0.75
5500,216.28,4.16,50.56,0.71
5520,217.51,2.53,49.81,0.74
5540,220.77,4.62,49.46,0.78
5560,229.00,6.08,50.16,0.76
5580,208.07,7.09,48.80,0.80
5600,215.14,1.02,48.93,0.83
5620,212.74,2.02,50.76,0.72
5640,222.13,0.94,50.25,0.83
5660,225.35,-0.01,48.86,0.71
5680,224.44,-0.33,51.18,0.71
5700,223.65,4.83,49.35,0.84
5720,240.52,5.64,50.46,0.76
5740,225.09,0.39,49.60,0.79
5760,230.58,5.61,48.81,0.76
5780,214.37,1.69,50.88,0.79
5800,230.64,4.00,49.20,0.84
5820,206.34,3.53,51.24,0.80
5840,216.24,3.36,48.78,0.74
5860,203.22,4.25,50.84,0.74
5880,222.80,5.33,48.95,0.75
5900,219.00,4.55,48.55,0.79
5920,208.53,1.58,49.18,0.83
5940,221.08,5.25,49.43,0.83
5960,219.42,2.41,51.10,0.70
5980,204.92,6.36,49.79,0.74
6000,225.79,2.33,50.36,0.70
6020,204.62,6.99,50.61,0.72
6040,209.18,3.57,50.22,0.82
6060,227.99,6.15,51.05,0.75
6080,239.68,1.29,48.90,0.81
