timestamp,voltage,current_amps,frequency,power_factor
0,219.91,3.56,49.95,0.98
20,220.91,3.65,49.99,0.97
40,220.37,3.70,50.01,0.96
60,219.52,3.60,49.95,0.96
80,220.83,3.62,50.01,0.97
100,220.75,3.40,49.95,0.96
120,219.78,3.31,49.94,0.97
140,220.09,3.68,49.91,0.97
160,219.96,3.31,49.96,0.98
180,220.58,3.37,50.08,0.98
200,220.58,3.46,49.95,0.96
220,219.10,3.66,50.02,0.97
240,220.62,3.63,49.92,0.98
260,219.70,3.45,49.97,0.96
280,219.78,3.47,50.05,0.98
300,219.08,3.31,49.97,0.97
320,220.14,3.67,49.99,0.97
340,219.83,3.64,50.03,0.98
360,219.06,3.49,50.09,0.97
380,219.44,3.31,50.02,0.96
400,220.49,3.31,50.01,0.97
420,220.05,3.61,50.03,0.96
440,219.97,3.37,50.07,0.98
460,220.16,3.38,50.05,0.97
480,219.46,3.62,49.90,0.96
500,220.74,3.39,50.05,0.98
520,220.04,3.31,49.99,0.98
540,220.57,3.35,50.08,0.98
560,220.28,3.59,50.09,0.97
580,220.30,3.35,49.91,0.97
600,219.60,3.49,50.00,0.98
620,220.44,3.58,50.04,0.97
640,220.03,3.64,49.99,0.96
660,219.20,3.41,50.10,0.97
680,219.07,3.40,50.10,0.97
700,219.81,3.53,49.97,0.96
720,220.17,3.44,49.98,0.96
740,219.64,3.41,50.04,0.98
760,220.26,3.57,50.08,0.96
780,220.69,3.35,49.94,0.97
800,220.75,3.66,49.97,0.97
820,220.08,3.60,49.99,0.97
840,220.32,3.48,50.04,0.96
860,219.55,3.41,49.97,0.98
880,220.91,3.42,50.01,0.97
900,219.10,3.51,50.07,0.97
920,220.18,3.48,49.96,0.97
940,220.67,3.68,50.02,0.97
960,220.73,3.39,50.08,0.97
980,220.78,3.44,50.05,0.97
1000,219.47,3.66,49.93,0.96
1020,219.49,3.46,50.00,0.97
1040,219.57,3.50,50.04,0.96
1060,219.65,3.41,50.02,0.96
1080,220.43,3.42,50.09,0.96
1100,220.57,3.39,49.93,0.97
1120,220.42,3.53,49.92,0.96
1140,219.23,3.43,49.93,0.97
1160,220.96,3.49,50.04,0.98
1180,220.80,3.34,50.00,0.98
1200,219.15,3.44,50.00,0.98
1220,220.84,3.42,49.97,0.96
1240,220.74,3.62,49.91,0.96
1260,219.63,3.57,49.96,0.97
1280,220.99,3.31,49.97,0.97
1300,220.36,3.38,49.96,0.98
1320,220.99,3.33,50.01,0.98
1340,220.92,3.45,50.02,0.96
1360,219.60,3.43,50.00,0.97
1380,220.05,3.67,49.99,0.97
1400,219.74,3.45,50.03,0.97
1420,220.12,3.49,49.96,0.96
1440,219.44,3.47,49.91,0.97
1460,219.16,3.62,50.05,0.96
1480,219.22,3.56,49.90,0.97
1500,220.71,3.46,50.03,0.96
1520,219.88,3.41,50.00,0.96
1540,220.05,3.58,50.03,0.97
1560,220.46,3.38,50.00,0.97
1580,219.36,3.60,49.99,0.97
1600,220.82,3.68,50.08,0.98
1620,219.06,3.50,50.06,0.97
1640,219.33,3.60,49.90,0.96
1660,220.79,3.68,49.98,0.97
1680,220.26,3.39,49.93,0.97
1700,220.17,3.34,50.00,0.98
1720,220.32,3.52,50.04,0.97
1740,219.90,3.31,49.95,0.96
