timestamp,voltage,current_amps,frequency,power_factor
0,220.67,3.48,49.94,0.98
20,220.47,3.57,49.99,0.97
40,220.70,3.43,50.00,0.97
60,219.89,3.53,49.95,0.97
80,219.17,3.34,50.01,0.97
100,219.79,3.36,49.95,0.98
120,219.37,3.48,50.03,0.96
140,220.42,3.31,50.10,0.98
160,219.23,3.46,50.01,0.97
180,219.63,3.46,49.90,0.96
200,219.77,3.35,50.06,0.96
220,219.07,3.45,50.02,0.98
240,220.18,3.57,49.97,0.96
260,219.96,3.34,49.92,0.97
280,220.64,3.34,50.09,0.97
300,219.84,3.60,50.00,0.98
320,220.09,3.64,49.93,0.97
340,220.99,3.66,50.06,0.96
360,220.02,3.36,50.07,0.97
380,219.91,3.47,50.01,0.96
400,219.28,3.68,50.02,0.97
420,219.98,3.31,50.05,0.96
440,219.03,3.62,50.08,0.97
460,219.29,3.59,50.06,0.97
480,220.72,3.47,49.92,0.97
500,219.50,3.37,49.99,0.97
520,220.27,3.66,50.06,0.98
540,219.78,3.49,49.95,0.98
560,220.20,3.69,50.07,0.96
580,220.68,3.50,49.96,0.97
600,220.51,3.49,50.04,0.97
620,219.28,3.53,50.09,0.97
640,219.82,3.63,50.07,0.97
660,220.27,3.33,49.92,0.98
680,220.51,3.31,50.03,0.97
700,220.89,3.39,49.96,0.97
720,219.40,3.50,49.91,0.97
740,220.83,3.42,50.09,0.98
760,219.07,3.49,49.91,0.97
780,220.29,3.57,50.05,0.97
800,220.57,3.37,49.99,0.98
820,219.68,3.30,50.10,0.96
840,219.72,3.68,49.90,0.96
860,219.35,3.36,50.05,0.96
880,220.29,3.55,49.99,0.97
900,219.43,3.54,50.09,0.96
920,219.65,3.39,50.06,0.96
940,219.14,3.46,49.98,0.98
960,219.42,3.59,50.03,0.97
980,219.43,3.38,50.10,0.96
1000,220.95,3.70,49.95,0.98
1020,220.06,3.64,50.06,0.97
1040,219.26,3.61,49.94,0.97
1060,220.37,3.53,49.98,0.96
1080,219.40,3.44,50.10,0.98
1100,220.02,3.41,49.94,0.97
1120,219.13,3.66,49.92,0.98
1140,220.29,3.44,49.98,0.97
1160,220.16,3.34,49.93,0.96
1180,219.88,3.56,50.09,0.97
1200,219.95,3.67,50.07,0.96
1220,219.97,3.59,49.94,0.97
1240,219.58,3.32,49.98,0.97
1260,219.56,3.43,49.94,0.96
1280,220.67,3.61,49.98,0.97
1300,219.38,3.68,49.99,0.97
1320,219.24,3.51,50.01,0.97
1340,219.50,3.31,49.94,0.98
1360,219.44,3.38,49.91,0.97
1380,220.58,3.48,50.01,0.98
1400,220.61,3.48,49.99,0.97
1420,220.97,3.62,50.03,0.96
1440,219.64,3.66,49.96,0.96
