timestamp,voltage,current_amps,frequency,power_factor
0,219.25,3.37,49.96,0.97
20,220.52,3.47,49.99,0.98
40,220.66,3.56,49.98,0.97
60,219.70,3.31,50.10,0.97
80,219.97,3.34,49.97,0.96
100,219.48,3.50,49.92,0.98
120,219.75,3.38,49.96,0.98
140,219.54,3.62,49.92,0.97
160,219.14,3.67,49.97,0.98
180,219.62,3.46,50.01,0.98
200,220.29,3.69,50.04,0.98
220,220.14,3.41,50.10,0.96
240,219.79,3.49,49.91,0.96
260,220.62,3.62,50.08,0.97
280,220.59,3.45,49.97,0.97
300,220.96,3.64,50.08,0.97
320,219.35,3.44,49.97,0.96
340,219.14,3.35,50.05,0.97
360,220.91,3.41,49.96,0.97
380,219.46,3.69,49.96,0.97
400,219.99,3.43,50.03,0.97
420,220.67,3.60,49.92,0.96
440,219.80,3.55,50.03,0.97
460,220.85,3.52,50.02,0.98
480,219.69,3.41,50.03,0.97
500,219.63,3.35,50.09,0.97
520,219.53,3.52,50.10,0.97
540,219.59,3.62,49.99,0.96
560,219.61,3.63,49.91,0.97
580,219.42,3.70,50.00,0.97
600,219.39,3.37,50.07,0.97
620,220.66,3.42,50.09,0.96
640,220.66,3.69,49.95,0.97
660,219.17,3.53,49.97,0.96
680,219.22,3.62,49.99,0.97
700,220.88,3.51,50.07,0.97
720,219.67,3.69,49.99,0.97
740,220.96,3.38,49.95,0.97
760,220.37,3.69,50.09,0.97
780,219.06,3.53,50.07,0.98
800,219.60,3.44,50.05,0.97
820,219.24,3.41,49.95,0.97
840,220.84,3.35,50.00,0.98
860,219.01,3.55,49.92,0.96
880,219.59,3.68,49.93,0.96
900,220.34,3.33,49.91,0.97
920,220.69,3.66,50.06,0.98
940,219.39,3.56,50.06,0.96
960,220.94,3.54,50.09,0.97
980,220.06,3.46,50.00,0.97
1000,219.60,3.62,50.09,0.97
1020,219.23,3.48,49.90,0.97
1040,220.95,3.32,49.97,0.97
1060,219.49,3.49,50.10,0.96
1080,219.48,3.32,49.92,0.98
1100,220.24,3.51,49.96,0.97
1120,219.96,3.64,50.07,0.96
1140,220.37,3.59,50.01,0.97
1160,220.06,3.53,50.00,0.97
1180,219.43,3.59,50.06,0.98
1200,220.11,3.44,49.92,0.97
1220,220.42,3.41,50.09,0.97
1240,220.19,3.43,50.04,0.97
1260,220.40,3.57,50.02,0.98
1280,219.12,3.50,50.10,0.96
1300,220.05,3.48,49.99,0.97
1320,219.02,3.42,50.00,0.97
1340,219.60,3.43,49.95,0.97
1360,219.73,3.53,50.07,0.96
1380,219.03,3.60,50.09,0.97
1400,219.70,3.47,50.03,0.98
1420,220.83,3.63,49.92,0.98
1440,220.50,3.66,50.02,0.97
1460,219.01,3.57,49.91,0.97
1480,219.81,3.50,49.96,0.97
1500,220.52,3.56,50.04,0.96
1520,220.67,3.42,49.96,0.98
1540,219.78,3.55,50.00,0.98
1560,219.45,3.66,49.97,0.97
1580,220.27,3.38,50.06,0.96
1600,220.72,3.49,49.95,0.96
1620,219.24,3.31,50.09,0.98
1640,220.50,3.52,49.98,0.97
1660,219.63,3.35,49.90,0.96
1680,219.24,3.67,50.10,0.97
1700,220.91,3.63,49.93,0.96
1720,220.49,3.60,50.10,0.96
1740,219.07,3.45,50.09,0.97
1760,220.73,3.62,50.10,0.97
1780,220.91,3.47,50.10,0.98
1800,220.24,3.37,49.97,0.97
1820,219.98,3.57,50.02,0.96
1840,219.84,3.66,49.98,0.96
1860,219.59,3.45,49.94,0.97
1880,219.94,3.61,49.96,0.97
1900,219.72,3.35,50.09,0.97
1920,219.56,3.30,50.06,0.97
1940,219.64,3.54,50.05,0.97
1960,220.23,3.61,50.00,0.98
1980,220.10,3.66,49.96,0.97
