timestamp,voltage,current_amps,frequency,power_factor
0,219.76,3.43,49.93,0.96
20,219.95,3.36,50.00,0.98
40,219.51,3.32,49.99,0.97
60,219.74,3.61,49.94,0.96
80,220.54,3.46,50.03,0.97
100,219.24,3.43,50.06,0.97
120,220.14,3.42,50.10,0.97
140,220.93,3.55,50.08,0.98
160,219.45,3.64,50.02,0.96
180,219.10,3.34,49.90,0.98
200,220.57,3.37,50.03,0.97
220,219.98,3.57,49.92,0.98
240,219.48,3.34,49.97,0.97
260,219.64,3.61,50.02,0.97
280,220.38,3.35,50.03,0.96
300,219.32,3.49,50.03,0.96
320,219.52,3.49,49.95,0.97
340,219.29,3.62,50.00,0.98
360,219.85,3.33,49.92,0.96
380,220.32,3.68,49.97,0.97
400,219.80,3.51,49.92,0.96
420,220.56,3.41,49.94,0.97
440,220.33,3.42,49.94,0.97
460,219.89,3.65,50.07,0.98
480,219.68,3.32,49.97,0.97
500,220.29,3.32,50.06,0.96
520,219.08,3.61,49.90,0.96
540,219.38,3.38,50.09,0.97
560,220.20,3.36,49.94,0.97
580,219.08,3.32,49.92,0.97
600,220.38,3.38,49.95,0.96
620,220.55,3.68,49.95,0.97
640,220.84,3.44,49.91,0.96
660,219.87,3.34,49.97,0.97
680,221.00,3.52,49.94,0.96
700,219.26,3.54,49.94,0.97
720,219.46,3.34,50.00,0.97
740,220.27,3.43,49.94,0.97
760,219.08,3.60,49.96,0.98
780,219.45,3.39,49.95,0.97
800,220.64,3.48,50.09,0.97
820,220.51,3.42,49.95,0.96
840,220.56,3.39,49.95,0.97
860,219.09,3.63,49.95,0.96
880,220.02,3.38,50.09,0.97
900,220.42,3.61,50.04,0.98
920,219.62,3.49,49.91,0.97
940,220.79,3.48,49.96,0.97
960,219.20,3.44,50.06,0.97
980,220.63,3.46,50.00,0.97
1000,220.41,3.39,50.07,0.97
1020,220.73,3.69,50.01,0.98
1040,219.62,3.36,49.93,0.97
1060,219.95,3.38,50.04,0.97
1080,219.90,3.61,49.98,0.97
1100,220.40,3.68,50.08,0.97
