timestamp,voltage,current_amps,frequency,power_factor
0,220.04,3.57,50.06,0.96
20,219.61,3.51,49.95,0.97
40,219.01,3.42,49.98,0.96
60,220.61,3.63,50.09,0.96
80,220.18,3.42,49.96,0.97
100,219.98,3.48,49.93,0.96
120,219.72,3.66,50.04,0.97
140,219.14,3.67,49.94,0.97
160,220.13,3.57,50.10,0.97
180,220.76,3.54,50.05,0.97
200,219.93,3.58,49.93,0.97
220,220.02,3.32,50.09,0.97
240,219.91,3.61,50.10,0.96
260,219.78,3.59,49.94,0.96
280,219.89,3.50,49.90,0.98
300,220.94,3.61,50.07,0.97
320,220.87,3.34,49.92,0.97
340,219.86,3.32,49.98,0.97
360,220.34,3.49,50.06,0.97
380,219.42,3.57,49.95,0.98
400,219.63,3.52,50.05,0.97
420,219.51,3.30,50.07,0.97
440,219.30,3.37,49.98,0.97
460,220.71,3.68,50.08,0.96
480,219.90,3.48,49.93,0.97
500,220.05,3.33,50.00,0.97
520,219.63,3.32,50.07,0.97
540,220.38,3.57,49.93,0.98
560,219.75,3.60,50.04,0.97
580,220.73,3.52,50.07,0.97
600,219.65,3.41,49.97,0.97
620,219.42,3.52,49.94,0.98
640,220.87,3.52,50.09,0.97
660,221.00,3.65,50.09,0.97
680,220.04,3.63,49.92,0.96
700,220.80,3.64,49.98,0.97
720,219.55,3.45,50.07,0.98
740,220.50,3.56,49.90,0.97
760,219.55,3.60,50.04,0.98
780,220.27,3.52,50.02,0.96
800,219.15,3.53,49.98,0.97
820,220.51,3.65,49.93,0.97
840,219.61,3.36,49.96,0.97
860,219.28,3.70,49.99,0.96
880,219.12,3.31,49.95,0.97
900,219.86,3.48,49.93,0.97
920,220.87,3.70,49.92,0.96
940,220.16,3.36,50.05,0.97
960,220.95,3.50,49.93,0.98
980,220.70,3.37,50.00,0.97
1000,220.88,3.49,50.10,0.97
1020,219.73,3.33,50.05,0.97
1040,219.63,3.59,50.03,0.97
1060,220.02,3.44,50.03,0.97
1080,219.64,3.32,49.91,0.97
1100,220.73,3.60,49.97,0.97
1120,220.58,3.54,49.94,0.97
1140,220.24,3.61,49.92,0.97
1160,219.26,3.59,49.93,0.97
1180,219.89,3.43,50.08,0.98
1200,220.77,3.59,50.03,0.97
1220,220.15,3.50,50.05,0.97
1240,220.81,3.70,49.91,0.96
1260,219.59,3.44,49.99,0.96
1280,219.24,3.57,50.08,0.98
1300,220.34,3.34,50.02,0.96
1320,220.51,3.49,50.06,0.97
1340,220.52,3.33,50.03,0.97
1360,219.32,3.66,49.94,0.96
1380,220.59,3.63,50.07,0.97
1400,219.53,3.51,50.07,0.96
1420,219.60,3.46,49.93,0.98
1440,220.82,3.52,49.98,0.96
1460,219.20,3.40,50.01,0.98
1480,219.73,3.33,49.99,0.96
1500,219.56,3.41,49.98,0.98
1520,219.48,3.51,49.96,0.96
1540,220.71,3.65,50.05,0.97
1560,220.65,3.45,50.09,0.96
1580,220.81,3.41,49.98,0.96
1600,220.73,3.40,50.00,0.98
1620,219.18,3.36,49.91,0.97
1640,220.44,3.44,50.00,0.97
1660,220.72,3.32,49.98,0.97
1680,220.34,3.45,50.05,0.97
1700,219.16,3.65,49.95,0.97
1720,219.10,3.40,50.03,0.96
1740,220.87,3.30,50.09,0.98
1760,219.42,3.65,50.02,0.97
1780,219.53,3.51,49.97,0.98
1800,219.91,3.47,49.92,0.97
1820,220.38,3.34,49.91,0.97
1840,219.96,3.55,50.03,0.96
1860,220.32,3.31,50.02,0.97
1880,219.72,3.60,50.02,0.96
1900,219.80,3.65,49.98,0.97
1920,219.95,3.67,49.99,0.98
1940,220.83,3.31,50.05,0.96
1960,220.81,3.66,49.93,0.97
1980,219.53,3.39,50.03,0.96
2000,220.38,3.59,50.06,0.97
2020,219.47,3.53,50.04,0.98
2040,220.01,3.49,49.96,0.98
2060,219.27,3.34,50.09,0.96
2080,219.26,3.46,50.09,0.96
2100,220.26,3.35,50.03,0.98
2120,220.17,3.33,50.08,0.97
2140,220.18,3.58,49.96,0.97
2160,220.54,3.41,50.00,0.97
2180,220.81,3.60,49.98,0.96
2200,220.24,3.57,50.03,0.97
2220,220.77,3.47,49.93,0.96
2240,219.27,3.41,49.95,0.98
2260,220.11,3.61,50.00,0.97
2280,220.49,3.68,49.97,0.98
2300,220.38,3.64,50.03,0.97
2320,220.59,3.44,49.96,0.98
2340,219.03,3.64,50.08,0.98
2360,220.64,3.62,49.94,0.98
2380,219.20,3.67,49.98,0.97
2400,220.97,3.32,50.05,0.97
2420,219.79,3.42,50.08,0.96
2440,220.96,3.41,49.97,0.98
2460,219.32,3.66,50.05,0.97
2480,219.16,3.57,49.90,0.97
2500,220.39,3.54,50.07,0.98
2520,219.95,3.57,49.92,0.96
2540,219.94,3.70,49.96,0.97
2560,220.70,3.55,50.06,0.97
2580,220.05,3.53,50.01,0.97
2600,220.54,3.66,49.92,0.97
2620,219.98,3.67,50.06,0.97
2640,220.61,3.59,50.06,0.98
2660,220.50,3.43,49.95,0.97
2680,219.90,3.60,49.93,0.97
2700,220.22,3.35,50.06,0.97
2720,219.35,3.66,49.96,0.96
2740,219.24,3.49,49.93,0.96
2760,219.27,3.65,50.03,0.97
2780,219.90,3.38,50.07,0.98
2800,220.18,3.35,49.95,0.96
2820,219.87,3.35,50.09,0.96
2840,220.50,3.41,50.01,0.96
2860,219.47,3.33,49.99,0.97
2880,219.53,3.31,49.95,0.98
2900,219.32,3.50,50.02,0.96
2920,219.24,3.58,49.95,0.96
2940,219.30,3.67,49.96,0.97
2960,220.44,3.59,50.05,0.96
2980,219.62,3.36,49.91,0.96
3000,219.72,3.66,50.07,0.98
3020,125.14,1.01,50.05,0.97
3040,139.97,1.12,49.98,0.96
3060,128.28,0.98,49.91,0.97
3080,127.09,0.99,49.98,0.97
3100,123.24,0.81,49.93,0.97
3120,134.34,1.08,50.00,0.97
3140,134.74,0.89,50.02,0.96
3160,121.92,0.99,49.94,0.97
3180,122.19,1.03,49.94,0.97
3200,128.80,1.14,49.97,0.96
3220,125.70,1.19,50.00,0.97
3240,131.14,1.14,49.91,0.98
3260,135.13,0.93,50.02,0.96
3280,137.55,0.85,49.93,0.97
3300,138.30,1.02,49.95,0.97
3320,125.19,1.01,49.98,0.97
3340,130.21,0.96,49.98,0.97
3360,136.65,1.12,49.99,0.97
3380,130.98,0.96,50.00,0.97
3400,133.64,0.71,50.09,0.96
3420,122.72,0.90,50.01,0.96
3440,135.06,0.78,50.08,0.96
3460,126.19,0.80,50.08,0.97
3480,120.19,0.85,49.93,0.96
3500,123.30,0.98,49.92,0.96
3520,124.83,0.76,50.05,0.96
3540,124.29,1.18,50.08,0.96
3560,129.36,0.94,49.91,0.98
3580,138.58,1.07,50.05,0.97
3600,120.12,1.01,49.91,0.97
3620,122.69,0.76,50.07,0.98
3640,138.37,1.07,50.02,0.97
3660,139.33,1.14,49.98,0.96
3680,139.65,1.01,50.09,0.97
3700,136.76,1.00,49.91,0.97
3720,135.89,1.02,50.04,0.96
3740,135.69,0.94,49.96,0.96
3760,125.97,1.01,50.08,0.97
3780,124.72,0.86,49.99,0.97
3800,128.03,1.14,49.94,0.98
3820,138.94,1.09,50.01,0.97
3840,122.03,1.08,50.04,0.96
3860,132.13,0.75,49.99,0.97
3880,128.45,0.97,49.92,0.98
3900,133.85,0.77,50.03,0.98
3920,123.18,0.97,49.93,0.97
3940,137.94,0.90,49.98,0.97
3960,128.99,1.06,49.94,0.97
3980,137.42,1.09,49.90,0.97
4000,127.64,0.81,49.98,0.97
4020,120.28,1.17,49.97,0.98
4040,122.99,1.08,49.98,0.96
4060,133.81,1.15,49.96,0.97
4080,130.63,0.74,49.91,0.98
4100,127.25,0.72,50.03,0.97
4120,123.68,0.78,50.07,0.98
4140,123.70,0.98,50.05,0.97
4160,138.26,0.99,50.02,0.98
4180,121.26,0.90,49.92,0.97
4200,135.27,1.04,50.02,0.97
4220,131.76,1.00,50.04,0.97
4240,120.15,0.95,49.93,0.98
4260,132.67,0.81,49.94,0.97
4280,122.69,1.03,50.10,0.97
4300,124.75,1.11,49.99,0.96
4320,131.57,0.87,50.09,0.98
4340,132.26,1.07,50.10,0.98
4360,129.40,1.17,49.98,0.97
4380,136.77,0.74,49.93,0.97
4400,138.82,1.04,50.05,0.97
4420,125.33,1.18,49.98,0.97
4440,131.14,0.73,50.07,0.97
4460,130.31,1.10,50.00,0.96
4480,126.11,1.00,49.95,0.97
4500,128.07,1.12,50.06,0.97
4520,133.82,0.93,50.06,0.97
4540,139.84,1.17,50.04,0.98
4560,133.47,0.80,50.05,0.97
4580,124.86,0.84,50.06,0.97
4600,135.82,0.83,50.00,0.98
4620,131.43,0.89,50.05,0.98
4640,137.13,0.99,50.03,0.97
4660,120.10,1.06,49.96,0.97
4680,133.59,0.79,50.05,0.98
4700,131.56,0.96,50.04,0.97
4720,131.79,0.85,49.97,0.97
4740,122.00,0.96,49.97,0.97
4760,127.35,0.83,50.00,0.97
4780,138.59,0.79,50.00,0.98
4800,137.68,0.76,49.97,0.97
4820,128.55,1.19,50.08,0.96
4840,139.56,0.93,50.09,0.97
4860,130.24,1.04,50.05,0.97
4880,139.93,0.94,50.03,0.97
4900,130.62,0.73,50.00,0.96
4920,139.43,0.85,49.92,0.97
4940,136.58,0.99,49.97,0.97
4960,122.54,1.00,50.05,0.97
4980,127.09,0.86,49.93,0.97
5000,126.46,0.99,49.91,0.97
5020,121.07,0.73,49.99,0.98
5040,122.44,1.05,50.05,0.97
5060,135.25,0.90,50.08,0.97
5080,130.53,1.11,49.98,0.97
5100,131.20,0.71,49.99,0.98
5120,130.78,0.87,50.05,0.97
5140,136.98,1.13,50.05,0.98
5160,124.53,0.99,50.00,0.97
5180,138.70,0.91,50.10,0.97
5200,133.47,1.20,49.92,0.98
5220,134.47,1.10,50.00,0.97
5240,121.57,1.13,50.05,0.98
5260,139.06,1.13,49.99,0.97
5280,135.92,0.81,50.09,0.97
5300,120.77,1.00,50.02,0.98
5320,136.75,1.06,49.92,0.97
5340,122.32,1.01,49.94,0.96
5360,134.60,0.86,49.93,0.98
5380,136.09,0.92,49.96,0.97
5400,137.15,0.81,50.09,0.96
5420,128.01,0.97,49.95,0.98
5440,127.32,0.71,49.99,0.97
5460,124.49,0.86,49.94,0.98
5480,134.64,0.79,49.90,0.98
5500,137.26,1.12,49.93,0.97
5520,132.59,1.01,49.91,0.97
5540,128.64,1.00,50.05,0.96
5560,134.21,0.81,50.02,0.97
5580,139.22,0.85,50.01,0.98
5600,138.88,0.80,50.05,0.98
5620,131.06,1.14,49.95,0.98
5640,138.14,1.16,49.99,0.98
5660,131.62,1.18,50.03,0.97
5680,133.14,0.84,49.96,0.97
5700,139.78,0.77,49.92,0.96
5720,127.15,1.01,50.00,0.97
5740,130.86,1.15,50.01,0.97
5760,128.07,0.88,49.96,0.98
5780,128.60,0.84,49.95,0.98
5800,128.45,0.72,50.05,0.98
5820,121.62,0.89,50.00,0.97
5840,124.30,0.71,50.08,0.96
5860,120.49,1.08,49.91,0.97
5880,125.65,1.04,50.01,0.98
5900,132.93,0.81,50.03,0.98
5920,127.68,0.99,50.05,0.97
5940,136.67,0.85,49.97,0.98
5960,125.85,0.83,50.04,0.98
5980,130.34,0.98,50.05,0.97
6000,126.59,0.71,50.03,0.96
