timestamp,voltage,current_amps,frequency,power_factor
0,219.76,3.60,50.06,0.97
20,219.15,3.50,49.91,0.98
40,219.80,3.37,50.02,0.97
60,219.52,3.49,49.94,0.96
80,219.14,3.68,50.08,0.96
100,219.94,3.59,50.06,0.96
120,220.17,3.58,49.93,0.97
140,219.07,3.39,49.94,0.98
160,220.64,3.34,50.08,0.97
180,219.16,3.44,49.91,0.97
200,220.33,3.58,49.96,0.97
220,219.18,3.66,49.95,0.96
240,220.21,3.43,50.06,0.98
260,220.37,3.41,49.92,0.97
280,219.07,3.59,50.08,0.96
300,220.85,3.54,49.92,0.97
320,219.94,3.33,49.98,0.98
340,220.75,3.47,49.93,0.97
360,220.67,3.52,49.91,0.97
380,219.77,3.39,50.07,0.98
400,219.95,3.67,50.08,0.97
420,219.32,3.34,50.03,0.97
440,220.81,3.31,50.05,0.98
460,219.38,3.57,50.02,0.97
480,219.31,3.47,50.00,0.97
500,220.78,3.54,49.96,0.96
520,219.69,3.46,50.03,0.97
540,220.88,3.61,49.95,0.97
560,220.90,3.50,50.06,0.97
580,219.04,3.42,50.08,0.96
600,220.25,3.63,49.95,0.97
620,219.02,3.31,49.90,0.97
640,219.22,3.62,50.07,0.97
660,220.08,3.47,49.94,0.97
680,220.73,3.41,50.01,0.96
700,220.75,3.58,50.07,0.97
720,220.01,3.59,50.05,0.96
740,219.27,3.46,49.94,0.98
760,220.77,3.63,50.08,0.97
780,219.03,3.47,50.10,0.98
800,219.40,3.50,50.00,0.97
820,220.56,3.53,49.98,0.96
840,219.98,3.68,49.91,0.96
860,219.06,3.38,49.98,0.98
880,220.10,3.54,50.05,0.96
900,220.43,3.39,50.02,0.96
920,220.12,3.37,49.93,0.96
940,220.85,3.41,49.96,0.97
960,220.44,3.52,50.10,0.97
980,220.62,3.45,50.00,0.97
1000,220.27,3.31,50.02,0.96
1020,219.37,3.48,49.97,0.97
1040,219.10,3.31,49.90,0.98
1060,220.22,3.48,49.99,0.97
1080,220.52,3.51,49.93,0.97
1100,219.45,3.49,49.99,0.97
1120,220.59,3.30,49.99,0.97
1140,220.14,3.62,50.00,0.96
1160,220.66,3.36,49.99,0.98
1180,220.07,3.43,49.95,0.98
1200,220.31,3.43,50.06,0.96
1220,219.84,3.48,49.92,0.97
1240,220.52,3.44,50.09,0.96
1260,220.49,3.36,49.91,0.96
1280,220.72,3.55,49.99,0.98
1300,219.33,3.61,50.07,0.98
1320,220.85,3.59,49.99,0.97
1340,220.17,3.60,49.99,0.98
1360,220.66,3.57,50.05,0.96
1380,219.16,3.33,50.09,0.97
1400,219.25,3.63,50.09,0.98
1420,219.99,3.48,50.08,0.97
1440,219.33,3.34,50.03,0.97
1460,219.51,3.50,49.99,0.96
1480,220.04,3.47,50.00,0.97
1500,219.46,3.32,50.01,0.98
1520,219.59,3.35,49.99,0.98
1540,219.08,3.53,49.91,0.97
1560,219.89,3.62,49.93,0.97
1580,219.42,3.63,50.09,0.97
1600,220.06,3.50,50.09,0.97
1620,219.97,3.43,49.97,0.97
1640,219.64,3.49,50.10,0.97
1660,219.01,3.51,50.06,0.97
1680,220.73,3.50,50.04,0.97
1700,219.36,3.53,50.04,0.97
1720,219.59,3.69,50.05,0.98
1740,219.28,3.47,50.08,0.98
1760,220.74,3.42,50.01,0.97
1780,220.95,3.32,49.99,0.97
1800,220.21,3.70,50.08,0.96
1820,219.57,3.67,49.95,0.96
1840,220.56,3.61,49.99,0.96
1860,219.82,3.39,49.96,0.97
1880,220.53,3.59,50.03,0.98
1900,219.44,3.44,50.03,0.98
1920,220.77,3.59,49.92,0.98
1940,219.87,3.35,50.05,0.97
1960,220.11,3.45,49.98,0.97
1980,219.45,3.62,49.95,0.97
2000,220.11,3.59,50.05,0.96
2020,231.00,-0.25,50.73,0.83
2040,236.21,2.57,50.82,0.73
