timestamp,voltage,current_amps,frequency,power_factor
0,220.83,3.40,50.05,0.98
20,219.19,3.41,50.03,0.97
40,220.03,3.53,50.06,0.96
60,219.63,3.51,50.03,0.96
80,220.66,3.55,50.05,0.97
100,220.16,3.46,50.09,0.98
120,219.66,3.70,49.92,0.98
140,220.03,3.44,50.02,0.97
160,219.22,3.61,50.01,0.97
180,219.39,3.48,50.01,0.97
200,219.78,3.31,50.02,0.96
220,220.40,3.63,50.02,0.96
240,219.73,3.31,49.93,0.98
260,219.42,3.46,49.97,0.97
280,219.24,3.69,49.92,0.97
300,219.22,3.65,49.95,0.98
320,220.03,3.65,49.91,0.97
340,219.14,3.66,49.99,0.97
360,219.02,3.68,49.92,0.98
380,219.39,3.51,49.94,0.96
400,219.79,3.62,50.00,0.97
420,220.03,3.30,49.92,0.96
440,220.18,3.53,50.09,0.97
460,219.89,3.55,50.07,0.97
480,219.21,3.67,50.04,0.96
500,219.65,3.65,50.05,0.97
520,219.06,3.64,49.96,0.97
540,219.51,3.61,49.99,0.97
560,219.04,3.59,49.94,0.96
580,219.63,3.50,49.93,0.96
600,220.22,3.61,50.05,0.98
620,219.76,3.55,49.90,0.98
640,219.56,3.40,49.92,0.97
660,219.19,3.58,50.04,0.97
680,220.78,3.47,50.03,0.97
700,219.85,3.57,50.08,0.97
720,220.05,3.57,50.05,0.97
740,220.36,3.68,49.91,0.97
760,219.20,3.69,50.02,0.97
780,220.95,3.69,50.01,0.96
800,219.94,3.42,49.91,0.97
820,219.09,3.68,50.03,0.97
840,219.01,3.38,50.06,0.97
860,220.38,3.32,50.09,0.98
880,220.86,3.58,50.02,0.97
900,219.43,3.68,50.03,0.98
920,219.63,3.39,50.04,0.96
940,220.71,3.42,50.09,0.98
960,219.52,3.58,50.08,0.98
980,220.47,3.42,50.05,0.97
1000,219.67,3.68,49.99,0.96
1020,219.06,3.68,49.93,0.97
1040,219.25,3.55,49.93,0.97
1060,220.26,3.31,50.10,0.97
1080,220.42,3.49,50.06,0.97
1100,220.67,3.38,49.94,0.96
1120,219.80,3.69,50.04,0.97
1140,220.42,3.38,50.02,0.96
1160,219.36,3.50,50.08,0.97
1180,219.32,3.41,50.06,0.97
1200,219.82,3.53,49.98,0.98
1220,219.40,3.65,49.90,0.96
1240,220.99,3.63,49.95,0.97
1260,220.05,3.55,50.07,0.96
1280,219.15,3.34,50.08,0.97
1300,219.64,3.40,49.93,0.97
1320,220.16,3.44,50.09,0.98
1340,220.26,3.41,50.00,0.97
1360,219.98,3.31,50.02,0.98
1380,219.10,3.50,49.94,0.96
1400,219.94,3.57,50.00,0.98
1420,219.30,3.66,49.95,0.96
1440,219.60,3.70,49.99,0.97
1460,219.17,3.42,49.98,0.97
1480,219.20,3.60,50.00,0.97
1500,220.59,3.45,50.08,0.96
1520,220.59,3.46,49.99,0.97
1540,220.71,3.64,50.02,0.97
1560,219.10,3.35,49.91,0.97
1580,219.70,3.61,50.09,0.98
1600,220.08,3.59,50.08,0.96
1620,219.95,3.48,50.09,0.97
1640,219.93,3.57,49.92,0.97
1660,220.68,3.39,50.03,0.96
1680,220.94,3.69,50.08,0.97
1700,220.08,3.32,50.00,0.97
1720,220.06,3.38,49.96,0.98
1740,220.15,3.64,50.03,0.97
1760,219.26,3.46,50.00,0.97
1780,219.12,3.52,50.03,0.96
1800,219.36,3.41,49.91,0.97
1820,219.94,3.46,49.97,0.97
1840,220.14,3.57,49.98,0.97
1860,219.36,3.41,49.91,0.97
1880,220.10,3.33,50.00,0.97
1900,219.87,3.51,49.95,0.97
1920,220.77,3.44,50.10,0.97
1940,221.00,3.50,49.91,0.97
1960,220.67,3.65,49.95,0.97
1980,219.03,3.52,49.90,0.97
2000,220.98,3.40,49.95,0.98
2020,219.76,3.50,50.02,0.97
2040,219.01,3.47,50.08,0.96
2060,220.60,3.57,50.03,0.96
2080,219.04,3.60,50.04,0.96
2100,219.05,3.62,49.98,0.97
2120,220.22,3.54,49.96,0.96
2140,219.74,3.41,50.07,0.98
2160,219.98,3.67,50.00,0.96
2180,220.81,3.47,50.01,0.97
2200,220.08,3.60,50.03,0.96
2220,219.13,3.53,49.91,0.96
2240,219.15,3.65,50.10,0.97
2260,220.23,3.67,50.04,0.97
2280,219.98,3.48,49.99,0.97
