timestamp,voltage,current_amps,frequency,power_factor
0,220.08,3.64,49.96,0.98
20,219.27,3.63,50.09,0.97
40,219.77,3.60,49.95,0.96
60,220.06,3.48,50.10,0.98
80,220.61,3.41,49.94,0.97
100,219.88,3.53,50.08,0.98
120,220.21,3.60,50.00,0.97
140,220.56,3.41,50.09,0.97
160,220.02,3.55,50.06,0.96
180,220.51,3.55,50.04,0.97
200,220.12,3.47,49.92,0.97
220,220.57,3.59,49.99,0.96
240,220.13,3.55,49.99,0.98
260,219.62,3.55,49.91,0.96
280,219.50,3.70,49.92,0.96
300,220.53,3.54,50.09,0.96
320,220.24,3.30,50.07,0.97
340,220.12,3.59,49.93,0.98
360,220.24,3.56,50.04,0.97
380,219.15,3.55,50.06,0.97
400,219.35,3.65,50.09,0.96
420,220.22,3.34,50.07,0.97
440,219.63,3.31,50.07,0.98
460,219.88,3.64,49.93,0.97
480,219.83,3.67,50.00,0.98
500,219.14,3.54,50.06,0.97
520,219.78,3.57,50.06,0.97
540,219.77,3.67,49.97,0.97
560,219.94,3.48,49.91,0.97
580,220.50,3.66,49.99,0.96
600,220.22,3.69,49.98,0.97
620,220.08,3.65,50.04,0.98
640,219.58,3.47,50.06,0.98
660,220.54,3.44,50.09,0.97
680,219.97,3.56,50.08,0.97
700,220.50,3.61,50.02,0.97
720,219.02,3.33,49.92,0.98
740,219.48,3.58,49.94,0.97
760,220.55,3.66,50.10,0.97
780,219.02,3.49,49.91,0.96
800,219.77,3.40,50.06,0.96
820,219.21,3.30,50.04,0.98
840,220.30,3.60,50.09,0.96
860,219.76,3.67,50.01,0.96
880,219.17,3.34,50.02,0.97
900,220.23,3.42,50.01,0.96
920,219.20,3.48,49.99,0.96
940,220.29,3.44,50.09,0.96
960,219.26,3.64,50.05,0.97
980,220.34,3.53,49.98,0.97
1000,219.84,3.65,50.02,0.97
1020,220.09,3.60,50.01,0.97
1040,219.08,3.32,49.91,0.98
1060,219.18,3.33,49.92,0.98
1080,220.92,3.62,50.09,0.97
1100,219.18,3.35,50.04,0.98
1120,219.00,3.68,50.03,0.98
1140,219.74,3.41,49.97,0.96
1160,219.03,3.30,50.04,0.97
1180,220.24,3.60,50.06,0.96
1200,219.23,3.51,49.94,0.98
1220,219.72,3.63,50.00,0.96
1240,220.73,3.37,50.08,0.98
1260,220.91,3.46,49.98,0.97
1280,220.89,3.51,49.96,0.96
1300,219.02,3.34,49.92,0.98
1320,220.61,3.34,49.94,0.97
1340,220.63,3.31,49.94,0.97
1360,219.03,3.38,50.04,0.98
1380,219.18,3.44,49.98,0.97
1400,219.02,3.45,50.10,0.96
1420,219.80,3.68,49.90,0.97
1440,219.97,3.67,50.06,0.97
1460,220.66,3.69,49.96,0.96
1480,219.30,3.47,49.93,0.97
1500,219.01,3.40,50.00,0.98
1520,219.39,3.63,49.94,0.97
1540,219.96,3.59,49.98,0.98
1560,219.83,3.67,49.94,0.98
1580,220.02,3.65,49.95,0.98
1600,220.82,3.60,49.97,0.98
1620,219.10,3.52,49.95,0.97
1640,219.78,3.56,50.00,0.98
1660,219.08,3.46,50.01,0.97
1680,219.19,3.49,50.07,0.96
1700,219.85,3.41,50.06,0.96
1720,219.62,3.55,50.05,0.98
1740,220.70,3.36,49.99,0.98
1760,220.28,3.56,50.08,0.96
1780,219.05,3.40,49.91,0.98
1800,220.40,3.45,49.98,0.96
1820,219.45,3.43,49.99,0.97
1840,220.22,3.38,49.94,0.98
1860,219.83,3.31,50.06,0.97
1880,220.88,3.64,49.94,0.96
1900,220.50,3.65,49.99,0.96
1920,219.68,3.65,49.93,0.97
1940,219.19,3.56,49.98,0.96
1960,219.58,3.35,50.02,0.97
1980,220.25,3.42,50.03,0.97
2000,220.69,3.55,49.97,0.97
2020,220.12,3.61,50.02,0.97
2040,219.66,3.54,49.98,0.97
2060,220.93,3.62,49.93,0.96
2080,219.45,3.58,50.03,0.97
2100,220.10,3.33,49.93,0.97
2120,219.64,3.48,49.93,0.96
2140,220.30,3.53,50.05,0.96
2160,219.28,3.47,50.00,0.97
2180,220.40,3.50,49.92,0.98
2200,219.97,3.42,50.04,0.98
2220,219.44,3.35,49.94,0.98
2240,220.96,3.66,50.06,0.98
2260,219.35,3.43,49.93,0.98
2280,219.29,3.59,49.96,0.97
2300,219.49,3.47,49.99,0.97
2320,219.98,3.40,50.03,0.97
2340,220.42,3.49,49.96,0.96
2360,219.34,3.59,49.95,0.98
2380,219.39,3.52,50.04,0.97
2400,219.44,3.49,49.90,0.96
2420,220.30,3.53,49.95,0.96
2440,219.41,3.60,49.91,0.98
2460,219.40,3.36,49.93,0.98
2480,220.34,3.37,50.07,0.98
2500,219.92,3.64,50.07,0.97
2520,219.32,3.52,49.97,0.96
2540,219.20,3.51,50.01,0.96
2560,219.86,3.65,50.06,0.97
2580,220.46,3.46,49.98,0.97
2600,220.31,3.54,49.93,0.98
2620,220.61,3.54,50.03,0.97
2640,220.22,3.49,50.10,0.96
2660,219.95,3.65,49.92,0.96
2680,219.82,3.39,49.97,0.97
2700,219.10,3.45,49.94,0.97
2720,220.44,3.53,49.94,0.97
2740,219.42,3.53,50.07,0.98
2760,220.79,3.59,49.94,0.96
2780,220.42,3.51,49.96,0.96
2800,219.04,3.39,50.02,0.96
2820,219.35,3.45,50.02,0.97
2840,219.51,3.54,49.96,0.98
2860,220.76,3.67,50.09,0.97
2880,220.51,3.37,50.05,0.97
2900,219.94,3.38,50.08,0.97
2920,219.62,3.52,50.06,0.98
2940,220.05,3.49,49.99,0.97
2960,219.57,3.60,50.03,0.96
2980,220.98,3.64,50.00,0.96
3000,219.58,3.52,50.09,0.98
3020,329.05,21.35,50.08,0.98
3040,332.77,19.87,50.06,0.97
3060,324.13,22.25,49.91,0.98
3080,332.72,19.43,50.06,0.96
3100,319.19,20.46,49.97,0.97
3120,310.62,21.72,50.10,0.98
3140,330.53,20.59,49.95,0.98
3160,322.26,19.46,49.95,0.97
3180,320.85,21.09,49.91,0.97
3200,318.34,21.23,49.91,0.98
3220,330.13,19.31,49.98,0.98
3240,311.80,19.38,50.05,0.98
3260,319.77,21.99,49.95,0.97
3280,312.55,21.84,49.95,0.97
3300,325.80,19.74,50.08,0.97
3320,332.22,18.75,49.91,0.98
3340,315.47,18.69,49.93,0.98
3360,321.60,19.68,49.91,0.97
3380,326.85,18.93,50.07,0.96
3400,322.73,22.24,49.96,0.97
3420,319.94,20.28,50.09,0.97
3440,316.42,21.39,49.93,0.96
3460,312.22,21.96,50.00,0.98
3480,316.69,22.07,50.03,0.97
3500,319.40,21.52,49.94,0.97
3520,323.22,21.79,49.91,0.96
3540,328.05,19.84,50.01,0.96
3560,319.13,19.20,50.03,0.97
