timestamp,voltage,current_amps,frequency,power_factor
0,220.89,3.64,49.90,0.97
20,219.89,3.56,49.96,0.97
40,219.75,3.36,49.97,0.97
60,220.43,3.70,50.01,0.97
80,219.18,3.42,49.98,0.97
100,219.38,3.51,50.03,0.97
120,220.59,3.36,49.97,0.98
140,219.66,3.57,49.93,0.98
160,220.86,3.69,49.91,0.97
180,220.96,3.48,49.94,0.98
200,219.71,3.31,50.08,0.98
220,219.51,3.48,50.03,0.97
240,220.91,3.51,49.96,0.97
260,219.23,3.31,49.96,0.98
280,219.30,3.61,50.01,0.96
300,219.07,3.58,49.94,0.97
320,220.68,3.69,50.05,0.96
340,219.75,3.44,49.98,0.96
360,220.98,3.68,50.04,0.96
380,220.55,3.35,50.10,0.97
400,220.66,3.31,49.96,0.97
420,220.57,3.50,49.91,0.96
440,219.09,3.69,50.04,0.96
460,220.90,3.59,50.02,0.98
480,219.22,3.68,49.93,0.96
500,219.38,3.40,50.02,0.96
520,219.11,3.61,49.95,0.98
540,220.36,3.70,49.92,0.96
560,220.11,3.51,49.98,0.97
580,219.74,3.59,50.05,0.96
600,219.45,3.36,50.04,0.97
620,220.68,3.39,49.95,0.98
640,219.10,3.59,49.94,0.97
660,220.13,3.65,50.07,0.97
680,220.07,3.32,49.99,0.96
700,220.38,3.60,50.09,0.97
720,220.02,3.36,49.92,0.96
740,220.09,3.66,50.00,0.97
760,219.08,3.66,49.97,0.97
780,220.51,3.70,50.02,0.97
800,220.86,3.55,49.98,0.96
820,219.88,3.67,49.98,0.96
840,219.39,3.44,50.02,0.96
860,219.35,3.43,49.94,0.96
880,219.16,3.63,50.04,0.98
900,220.67,3.66,49.98,0.98
920,219.74,3.34,49.98,0.96
940,219.60,3.39,49.97,0.97
960,219.41,3.68,50.06,0.98
980,220.83,3.36,49.97,0.97
1000,219.72,3.49,49.93,0.96
1020,220.58,3.45,50.08,0.97
1040,219.86,3.54,49.99,0.98
1060,219.41,3.32,49.93,0.97
1080,219.67,3.36,49.96,0.98
1100,220.07,3.41,50.02,0.98
1120,220.77,3.35,49.97,0.98
1140,220.87,3.66,50.05,0.98
1160,219.90,3.57,50.05,0.98
1180,220.82,3.69,50.01,0.97
1200,220.64,3.36,49.94,0.98
1220,219.93,3.51,50.05,0.98
1240,219.91,3.31,49.93,0.96
1260,220.66,3.64,49.94,0.97
1280,219.08,3.31,49.91,0.98
1300,220.32,3.62,50.02,0.98
1320,219.65,3.64,49.99,0.97
1340,219.05,3.54,50.00,0.97
1360,219.07,3.68,49.93,0.96
1380,220.96,3.58,50.03,0.97
1400,220.97,3.63,50.00,0.96
1420,219.72,3.50,50.05,0.97
1440,219.88,3.33,49.99,0.97
1460,219.38,3.43,50.07,0.97
1480,219.19,3.69,49.92,0.96
1500,220.30,3.52,49.90,0.97
1520,220.40,3.40,49.91,0.97
1540,220.34,3.41,50.08,0.97
1560,220.38,3.55,49.97,0.97
1580,220.50,3.55,50.09,0.96
1600,219.94,3.52,50.01,0.97
1620,219.33,3.56,49.93,0.98
1640,219.16,3.53,50.07,0.98
1660,219.93,3.51,50.00,0.98
1680,220.68,3.50,50.03,0.96
1700,219.63,3.66,49.99,0.96
1720,219.10,3.40,49.93,0.96
1740,220.67,3.56,50.07,0.98
1760,219.68,3.59,49.93,0.98
1780,219.46,3.36,49.92,0.97
1800,219.31,3.37,49.92,0.97
1820,220.66,3.35,49.95,0.97
1840,220.64,3.56,49.94,0.98
1860,220.33,3.53,49.96,0.96
1880,220.85,3.63,50.06,0.97
1900,219.67,3.60,49.93,0.97
1920,220.72,3.35,50.05,0.97
1940,220.05,3.33,50.00,0.97
1960,220.37,3.35,50.08,0.96
1980,220.19,3.35,50.10,0.97
2000,219.46,3.46,50.06,0.97
2020,220.36,3.67,49.99,0.98
2040,219.73,3.35,50.06,0.97
2060,220.66,3.33,50.05,0.97
2080,220.56,3.60,49.94,0.97
2100,220.51,3.41,50.05,0.97
2120,220.31,3.51,49.96,0.98
2140,219.15,3.33,49.93,0.98
2160,219.86,3.56,49.99,0.97
2180,219.69,3.57,50.06,0.97
2200,219.12,3.55,50.08,0.97
2220,220.47,3.36,49.98,0.98
2240,219.97,3.41,50.01,0.96
2260,220.00,3.38,50.09,0.98
2280,219.91,3.51,50.01,0.98
2300,220.91,3.57,50.03,0.98
2320,219.51,3.43,50.05,0.97
2340,220.47,3.34,49.91,0.96
2360,219.70,3.50,49.94,0.97
2380,220.58,3.44,50.05,0.97
2400,220.10,3.43,49.92,0.97
2420,220.49,3.43,49.99,0.97
2440,219.65,3.52,49.99,0.97
2460,219.49,3.65,49.99,0.97
2480,219.44,3.51,49.98,0.97
2500,219.54,3.51,49.95,0.96
2520,219.86,3.67,49.96,0.97
2540,220.66,3.37,49.96,0.96
2560,220.49,3.35,49.99,0.97
2580,220.76,3.64,49.97,0.96
2600,219.30,3.53,50.07,0.97
2620,220.94,3.39,50.09,0.97
2640,220.86,3.65,49.91,0.97
2660,219.04,3.64,50.01,0.98
2680,220.68,3.45,50.08,0.97
2700,220.68,3.62,50.08,0.97
2720,219.74,3.31,50.04,0.96
2740,219.95,3.59,49.99,0.98
2760,219.99,3.42,50.03,0.98
2780,219.36,3.62,49.92,0.96
2800,219.26,3.36,50.02,0.98
2820,220.17,3.46,49.94,0.96
2840,220.37,3.59,50.03,0.98
2860,219.30,3.61,49.92,0.98
2880,220.30,3.55,49.95,0.98
2900,220.20,3.47,49.92,0.98
2920,219.96,3.32,50.00,0.98
2940,219.85,3.36,49.94,0.98
2960,220.95,3.41,49.95,0.98
2980,220.27,3.44,50.04,0.96
3000,220.44,3.69,50.00,0.96
3020,220.66,3.52,49.96,0.96
3040,220.78,3.34,49.98,0.96
3060,219.51,3.58,50.07,0.96
3080,220.23,3.59,49.94,0.98
